"id"	"Reporter.intensity.corrected.1.TMT1"	"Reporter.intensity.corrected.2.TMT1"	"Reporter.intensity.corrected.3.TMT1"	"Reporter.intensity.corrected.4.TMT1"	"Reporter.intensity.corrected.5.TMT1"	"Reporter.intensity.corrected.6.TMT1"	"Reporter.intensity.corrected.7.TMT1"	"Reporter.intensity.corrected.8.TMT1"	"Reporter.intensity.corrected.9.TMT1"	"Reporter.intensity.corrected.10.TMT1"	"Reporter.intensity.corrected.1.TMT2"	"Reporter.intensity.corrected.2.TMT2"	"Reporter.intensity.corrected.3.TMT2"	"Reporter.intensity.corrected.4.TMT2"	"Reporter.intensity.corrected.5.TMT2"	"Reporter.intensity.corrected.6.TMT2"	"Reporter.intensity.corrected.7.TMT2"	"Reporter.intensity.corrected.8.TMT2"	"Reporter.intensity.corrected.9.TMT2"	"Reporter.intensity.corrected.10.TMT2"	"Reporter.intensity.corrected.1.TMT3"	"Reporter.intensity.corrected.2.TMT3"	"Reporter.intensity.corrected.3.TMT3"	"Reporter.intensity.corrected.4.TMT3"	"Reporter.intensity.corrected.5.TMT3"	"Reporter.intensity.corrected.6.TMT3"	"Reporter.intensity.corrected.7.TMT3"	"Reporter.intensity.corrected.8.TMT3"	"Reporter.intensity.corrected.9.TMT3"	"Reporter.intensity.corrected.10.TMT3"	"Reporter.intensity.corrected.1.TMT4"	"Reporter.intensity.corrected.2.TMT4"	"Reporter.intensity.corrected.3.TMT4"	"Reporter.intensity.corrected.4.TMT4"	"Reporter.intensity.corrected.5.TMT4"	"Reporter.intensity.corrected.6.TMT4"	"Reporter.intensity.corrected.7.TMT4"	"Reporter.intensity.corrected.8.TMT4"	"Reporter.intensity.corrected.9.TMT4"	"Reporter.intensity.corrected.10.TMT4"
"Q9UJP4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19208	10823	6258.855	10532.15	9384.885	8720.5	9954.65	17866	16357	11909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P78362"	224923.333333333	193276.666666667	178090	217143.333333333	180010	213796.666666667	234950	190140	191453.333333333	244250	72444.3333333333	51577.3333333333	60892.3333333333	63726	56680.3333333333	57207.3333333333	66250.3333333333	63184.3333333333	64600	66538	380320	304030.666666667	332498.666666667	113741.333333333	105071.666666667	96992.3333333333	151014	139648.333333333	135832.333333333	119870.333333333	257160	269343.333333333	168030	643710	641546.666666667	714180	373523.333333333	312393.333333333	342560	273316.666666667
"O95782"	1105840	1030076.66666667	878690	1225473.33333333	1171333.33333333	1205156.66666667	1219780	1051786.66666667	1136760	1161313.33333333	1301433.33333333	947970	1090250	1250466.66666667	1287290	1229423.33333333	1242180	1232620	1265253.33333333	1178566.66666667	1479066.66666667	1233243.33333333	1210273.33333333	885230	774653.333333333	823360	1116630	962590	1089866.66666667	827766.666666667	828230	836726.666666667	749456.666666667	1085900	1052433.33333333	1137666.66666667	1025513.33333333	862220	941186.666666667	742030
"Q15293"	2066233.33333333	1781000	1723166.66666667	2709266.66666667	2235033.33333333	2468133.33333333	2174666.66666667	1908700	1889533.33333333	1701666.66666667	2366633.33333333	1706233.33333333	2070033.33333333	2609733.33333333	2579566.66666667	2455433.33333333	2244633.33333333	2239700	2284900	1810800	132113.333333333	110852	109943.333333333	1486300	1208296.66666667	1356433.33333333	1909966.66666667	1777033.33333333	1912533.33333333	1222826.66666667	1894333.33333333	1636833.33333333	988626.666666667	129750	167150	119326.666666667	3049366.66666667	2229533.33333333	2531000	1441586.66666667
"Q9HAU0"	158210	141271	124243.666666667	348276.666666667	330046.666666667	348033.333333333	112412.666666667	96482.3333333333	96262.3333333333	156080	219243.333333333	154976.666666667	185403.333333333	367003.333333333	377376.666666667	349310	98271.3333333333	101710.333333333	106395.333333333	171950	142720.333333333	110229.333333333	104426.333333333	130022.666666667	110735.666666667	112209.333333333	76329.6666666667	71662.3333333333	78989.6666666667	94975	79861.3333333333	81809.6666666667	81630.6666666667	84808	96674.3333333333	100168.333333333	56694	41463.6666666667	43693	75566
"O15382"	164630	186163.333333333	154206.666666667	214616.666666667	176860	202940	224270	187190	185153.333333333	193370	300170	258196.666666667	262366.666666667	332773.333333333	319470	334506.666666667	279186.666666667	303923.333333333	315416.666666667	305693.333333333	666643.333333333	570663.333333333	580280	270243.333333333	213114	234566.666666667	285633.333333333	244713.333333333	300480	256540	263206.666666667	264626.666666667	234716.666666667	614586.666666667	515180	558550	273776.666666667	226392.333333333	263548	227086.666666667
"Q9UIW2"	62914.6666666667	66188	56001.6666666667	140101.666666667	147718.666666667	155466.333333333	157906	128585	151447	94701.3333333333	246349	151521.666666667	202972.333333333	264346.666666667	273733.333333333	222672.333333333	138191.666666667	145109	132326	161770.666666667	44498.3333333333	39064	38190.6666666667	36054.3333333333	36126.6666666667	33452.6666666667	82409.6666666667	77769.6666666667	94102.6666666667	51752.6666666667	40679.4	36075.5333333333	37688.5333333333	31984.2333333333	33411.4666666667	35845.0333333333	66030.1	48080.5333333333	62415.2666666667	42851.8666666667
"Q9UBV2"	501576.666666667	454563.333333333	438303.333333333	576810	576550	594486.666666667	503440	426743.333333333	446096.666666667	542133.333333333	690936.666666667	502096.666666667	550983.333333333	719390	654003.333333333	645300	518876.666666667	504356.666666667	531710	639190	1209433.33333333	1053476.66666667	1057910	470876.666666667	435310	465456.666666667	441340	411070	432773.333333333	486076.666666667	404726.666666667	414850	382163.333333333	716820	767033.333333333	785303.333333333	307640	262713.333333333	311130	362983.333333333
"Q8IVT2"	59789	62655	48026.3333333333	197953.333333333	188287	190666.666666667	857163.333333333	762853.333333333	740630	368800	81947	54497.6666666667	61977.3333333333	187486.666666667	194156.666666667	171590	530563.333333333	523496.666666667	586843.333333333	352070	410986.666666667	315393.333333333	348653.333333333	51412.3333333333	46973.3333333333	42311	517996.666666667	557610	608576.666666667	227246.666666667	49938	44084	35624.3333333333	414613.333333333	379063.333333333	399163.333333333	637843.333333333	555136.666666667	658120	247913.333333333
"P67809"	4237633.33333333	3705000	3714333.33333333	4531833.33333333	4140633.33333333	4069433.33333333	3757300	3745266.66666667	3462833.33333333	3688566.66666667	2745400	2264100	2362600	2813066.66666667	2791033.33333333	2629100	1772996.66666667	2082533.33333333	2126746.66666667	2036300	4390733.33333333	4151733.33333333	3987766.66666667	3157633.33333333	2616133.33333333	2808233.33333333	3813333.33333333	3199766.66666667	3087633.33333333	2620133.33333333	3319566.66666667	3694666.66666667	2860133.33333333	3897200	3377366.66666667	3755366.66666667	3826900	3083600	3634933.33333333	2702483.33333333
"Q92805"	60436.6666666667	56615.3333333333	54144.3333333333	51713	52822.6666666667	54863.3333333333	106793	92571.6666666667	95642.3333333333	74453	177440	125060.333333333	138552	151489.333333333	147311.333333333	136381.666666667	237421.666666667	228435.666666667	236713.333333333	185003.666666667	173580	141170	140863.333333333	53240.6666666667	45812	50703.6666666667	62757	54694.6666666667	59685.3333333333	58440.3333333333	48703.6666666667	49234.3333333333	44444.6666666667	106955.666666667	111690	119026.666666667	56794.3333333333	42041.3333333333	53301.3333333333	54077.6666666667
"Q6PK04"	106480.333333333	96258.6666666667	87262.6666666667	111021.666666667	109567.666666667	103259.666666667	113795.666666667	101329.666666667	103810.333333333	97618	132746.333333333	97410.3333333333	112233.333333333	133247	139731	116169.333333333	97092.3333333333	102768	102036	113589.333333333	127068.333333333	105305	113268.333333333	108974.666666667	94779.6666666667	99552.3333333333	102234.333333333	98892.3333333333	81065.3333333333	93819.6666666667	95475.3333333333	96216.6666666667	96338.3333333333	102064.666666667	99406.3333333333	108027.666666667	107959	101460.333333333	107345	96643.3333333333
"O60784"	353723.333333333	312240	283653.333333333	195286.666666667	189900	197010	226540	194836.666666667	189573.333333333	224793.333333333	373660	290803.333333333	322673.333333333	199783.333333333	225220	214733.333333333	229496.666666667	231383.333333333	225846.666666667	229310	159206.666666667	112990	123010	255630	217980	235203.333333333	171180	185230	202853.333333333	158488.666666667	259273.333333333	261806.333333333	240950	120153	105081.666666667	122184.333333333	186906.333333333	161799.666666667	163929	163820.666666667
"Q96GM8"	273016.666666667	240017	212303.666666667	344923.333333333	361940	370680	266046.666666667	228998.666666667	261250	258733.333333333	190125.333333333	126066.333333333	158183.333333333	174404	170932.333333333	168704.666666667	116445	113589	131344.333333333	118024.333333333	121531	96646.3333333333	96528.3333333333	194186.666666667	156796.666666667	170223.333333333	186466.666666667	160163.333333333	176276.666666667	143236.666666667	99001	96859.6666666667	92914.3333333333	29725.6666666667	31623.7	39147.0333333333	92913.6666666667	64919.6666666667	72885.6666666667	69700.6666666667
"P35251"	420543.333333333	382556.666666667	341206.666666667	391183.333333333	378656.666666667	385756.666666667	500713.333333333	424100	449556.666666667	415800	402956.666666667	269640	301276.666666667	336806.666666667	340650	316843.333333333	373590	366676.666666667	375400	317576.666666667	350200	301383.333333333	306493.333333333	274356.666666667	244543.333333333	249646.666666667	249676.666666667	217560	236986.666666667	236093.333333333	294490	298213.333333333	265643.333333333	296796.666666667	304283.333333333	328586.666666667	293600	224773.333333333	270126.666666667	252660
"Q1ED39"	32709.3333333333	34367.3333333333	29269.3333333333	33182.6666666667	34078.6666666667	30518.6666666667	48042.3333333333	43155.3333333333	44849.6666666667	41653.3333333333	120153	82384.6666666667	98643	103508	111373	96967.6666666667	103062.333333333	105425.666666667	108517	126684	245853.666666667	211855.333333333	211039.666666667	74026.6666666667	67733	66178.3333333333	142996.333333333	132328.666666667	117726	90331.3333333333	140438.333333333	158733.666666667	155681	344848.333333333	333043.333333333	354708	250604	209468	235424	160241.333333333
"P12270"	1283040	1161666.66666667	1067216.66666667	1245223.33333333	1221650	1270570	1176000	1035886.66666667	1015853.33333333	1136950	1547066.66666667	1085683.33333333	1196766.66666667	1247833.33333333	1228533.33333333	1162833.33333333	1026890	998776.666666667	959963.333333333	1046246.66666667	1281800	1062466.66666667	1035600	1161800	1016713.33333333	1059333.33333333	1233266.66666667	1100733.33333333	1192566.66666667	933993.333333333	1435133.33333333	1449466.66666667	1336033.33333333	983966.666666667	978033.333333333	1044623.33333333	1385733.33333333	1118253.33333333	1179800	1018676.66666667
"Q08357"	34764.6666666667	29274.3333333333	28410.3333333333	28645.6666666667	28550	28126.6666666667	58815.3333333333	54255.3333333333	56200.3333333333	56908.3333333333	81098.6666666667	54436.3333333333	66593	55673	50356.3333333333	52831.3333333333	81766.3333333333	82062.6666666667	87553	96778	71132.3333333333	58344.6666666667	57801	81570.6666666667	73779.3333333333	62700.3333333333	603750	532433.333333333	570713.333333333	127087.666666667	88305.3333333333	92071.3333333333	82548.6666666667	132571.333333333	114198	122451.333333333	897900	761620	769283.333333333	211951.666666667
"P16383"	115117	100898	89529.3333333333	88207.3333333333	82328.3333333333	88639.6666666667	112817.333333333	93629.6666666667	100918.333333333	82120.3333333333	63560.3333333333	43825.3333333333	57999.3333333333	47535	46685	43572.3333333333	47132	48637	52392.6666666667	43319	33529.6666666667	35456.3333333333	33650.6666666667	20518	15753.6666666667	21719.6666666667	13031.7333333333	10631	16932	15810.8	37763	37051.3333333333	39331.3333333333	38593.3333333333	33197.6666666667	41373.6666666667	22862	21894.6666666667	20930.3333333333	26008.3333333333
"Q6VMQ6"	115566.333333333	94527.6666666667	81571.6666666667	99744.3333333333	96340.6666666667	94753.3333333333	127594.666666667	106379.666666667	104520.333333333	85236.6666666667	83039	52498.6666666667	62327.3333333333	85121.6666666667	78626	66534.6666666667	85010.6666666667	91941	87108.3333333333	87500.6666666667	82756	78823.3333333333	78997.6666666667	44682	38050	50417	37784.6666666667	44839.3333333333	45186	48009.3333333333	44819.3333333333	47485.6666666667	60853.3333333333	62640.6666666667	72033	72799.6666666667	43679	33628.6666666667	38767	42408.6666666667
"Q5T1B5"	1547.1	1558.5	1998.6	922.99	NA	1271.6	1994.4	2921.5	2770.9	2301.1	13955	20967	13048.6	8324.54	15338	7978.79	18472.65	18037.05	21792.65	14196.7	46970.5	37358	34414	22892.5	22789.5	17773	19479.5	23515.5	24094.5	20122	30656	31825	25457	46541	56479	46029	34832	20898	23646	21968
"Q96HA1"	169800.666666667	122652.666666667	127353.333333333	155594.666666667	128274	158472.333333333	119071	101846.333333333	107528.333333333	135496.666666667	88298	60493.3333333333	78089.3333333333	97332.3333333333	98115.3333333333	91752	68901.3333333333	70116.3333333333	67546.6666666667	77792	78719.3333333333	65896	66877	61558.6666666667	71554.3333333333	62953.3333333333	116923.666666667	92096.6666666667	115948.333333333	74739.3333333333	32651.6666666667	30871	40861	28346.6666666667	29257	30413.3333333333	40618.6666666667	31960	36845	27565.6666666667
"Q9NU22"	123083.333333333	121380	100929.666666667	108940	113203.333333333	123030	133960	112136.666666667	127170	117213.333333333	163366	117364.666666667	134285.333333333	139105.666666667	134925	126255.333333333	119799	126715	127906	133658	112188.333333333	92841.6666666667	98323.3333333333	70872.3333333333	66854.3333333333	71753.3333333333	69671	67056.6666666667	74101.6666666667	63689.3333333333	159853.333333333	165038.666666667	122921	184079.333333333	174909.666666667	188764.666666667	146038	101363.666666667	124534.333333333	132313.333333333
"F6TX30"	18900.8333333333	14579.7666666667	15203.7	31466.3333333333	22636	28900.6666666667	24857	22819.6666666667	22784.6666666667	20901	24408.2333333333	19944	25146.8	33769.3333333333	33779.5	33150.6666666667	31357	31325.3333333333	33113.2666666667	27772.5666666667	26872.6666666667	26412.3333333333	26035	12053.1	12011.9	12940.2	10648.3	9951.96666666667	16068	14926.3666666667	16538.4666666667	15751.4333333333	11753.3	28499	23932.6666666667	27919.3333333333	18254.2666666667	13490.5666666667	15576.8666666667	14812.6666666667
"P80723"	2679766.66666667	3061400	2626966.66666667	1456000	1447373.33333333	1471866.66666667	1397000	1185670	1178720	1356990	4096333.33333333	3218866.66666667	3476866.66666667	1739400	1811566.66666667	1771233.33333333	1586733.33333333	1670700	1528233.33333333	1623200	2651500	724626.666666667	2476100	1342300	1697533.33333333	3638900	100242.333333333	113472.333333333	113866	1921100	3139200	1748500	2630600	2140033.33333333	819600	1946933.33333333	74386.6666666667	92572	71336.3333333333	1442100
"Q9Y5Q8"	123915.666666667	116144.333333333	100887.666666667	147124.333333333	113326.666666667	124742.666666667	152673.666666667	147025	136384	133577.666666667	132335.333333333	108840.666666667	128004	137880	127822.333333333	124740	161419.333333333	169303.666666667	168768.666666667	133324	254060	244303.333333333	239186.666666667	101633.666666667	64782.6666666667	80426.3333333333	96269	92389.3333333333	102169.666666667	76869	114325.333333333	124499.333333333	108988.333333333	383660	280386.666666667	329933.333333333	134367.333333333	138169	133810	120479.333333333
"E9PJD7"	17629.6666666667	23096.6666666667	13873.7666666667	31894.6666666667	32032	33103.3333333333	62907	67511.3333333333	57141.3333333333	28995	47143.8666666667	30062.3	36762.5	76016.6666666667	74455.6666666667	74706	152534.666666667	145967.666666667	156104.333333333	68255.3333333333	159240	143440	131960	67188	57264	57455	49992	45190	51638	97793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q96A65"	444576.666666667	388856.666666667	372470	323326.666666667	327483.333333333	315650	433066.666666667	366560	364253.333333333	399520	486380	341723.333333333	394650	311456.666666667	334500	316066.666666667	403136.666666667	382360	421973.333333333	406413.333333333	400393.333333333	339153.333333333	343160	322690	260903.333333333	295210	467180	390533.333333333	437236.666666667	259600	377210	379923.333333333	328816.666666667	350270	361296.666666667	363663.333333333	549100	438910	521296.666666667	296546.666666667
"O75569"	728840	754366.666666667	589346.666666667	389166.666666667	353996.666666667	381683.333333333	811153.333333333	792140	817773.333333333	551513.333333333	565110	347370	418553.333333333	269656.666666667	245640	208310	551326.666666667	566766.666666667	488363.333333333	376850	469006.666666667	429673.333333333	432953.333333333	391783.333333333	310316.666666667	355473.333333333	215346.666666667	224633.333333333	207286.666666667	262526.666666667	535593.333333333	540670	472403.333333333	495936.666666667	542160	523566.666666667	305566.666666667	242233.333333333	305020	357310
"Q8N163"	964140	865276.666666667	820640	740086.666666667	693010	741310	607630	504410	511293.333333333	781193.333333333	1111943.33333333	926123.333333333	955246.666666667	824896.666666667	754336.666666667	781026.666666667	527923.333333333	522733.333333333	551466.666666667	828480	1871800	1517233.33333333	1582800	1006046.66666667	859230	966543.333333333	580986.666666667	563266.666666667	604880	726623.333333333	1098573.33333333	1079383.33333333	851470	1624600	1523100	1677400	646263.333333333	543366.666666667	584936.666666667	827046.666666667
"J3QS48"	550891.666666667	494469	432346	282845	264863	316539	269362.666666667	201839.333333333	216796.333333333	355531.666666667	869827.333333333	580938.666666667	692907.666666667	404877.333333333	365739.666666667	369410.333333333	307430.666666667	288602.666666667	333540	479732	554096.666666667	411103.333333333	447416.666666667	432533.333333333	391466.666666667	482953.333333333	224702.333333333	238578	237503.333333333	280846.666666667	778013.333333333	709693.333333333	431816.666666667	591170	515200	586343.333333333	346046.666666667	288610	329800	405520
"A0A3B3ITT1"	301546.666666667	265276.666666667	237820	329386.666666667	310890	330313.333333333	606176.666666667	525676.666666667	537270	433463.333333333	330503.333333333	232190	274573.333333333	346906.666666667	312970	310266.666666667	564400	528873.333333333	542876.666666667	407296.666666667	432636.666666667	374286.666666667	361963.333333333	229373.333333333	179240	221410	569883.333333333	479156.666666667	519386.666666667	271310	277000	263536.666666667	178600	371793.333333333	382163.333333333	408190	651670	503256.666666667	591396.666666667	321383.333333333
"P55884"	1557100	1423400	1262500	2079200	1855133.33333333	1986500	1767300	1484666.66666667	1566300	1708900	2115766.66666667	1463646.66666667	1666666.66666667	2455533.33333333	2363100	2341300	1874200	1878633.33333333	1946666.66666667	1854833.33333333	3196133.33333333	2740633.33333333	2663866.66666667	1463700	1104480	1273566.66666667	1902933.33333333	1602833.33333333	1778066.66666667	1423400	1558266.66666667	1534400	1171563.33333333	2534266.66666667	2485900	2617966.66666667	2001033.33333333	1576266.66666667	1789933.33333333	1382100
"P35240"	171626.666666667	141903.333333333	132619.666666667	8273.56666666667	8355.33333333333	8301.93333333333	185583.333333333	158373.333333333	148281.666666667	116867.666666667	296576.666666667	190933.333333333	257496.666666667	55940.3333333333	57815.6666666667	54769	237763.333333333	248433.333333333	251510	190573.333333333	71150.6666666667	63217.3333333333	64831.3333333333	106656.666666667	82444	90997.3333333333	129553.333333333	139226.666666667	137246.666666667	62808.3333333333	325940	331800	319916.666666667	278213.333333333	302630	288070	408230	286353.333333333	353636.666666667	214350
"Q8IZ83"	424970	419086.666666667	346563.333333333	394873.333333333	381723.333333333	385686.666666667	383650	359450	334596.666666667	390826.666666667	651003.333333333	441713.333333333	494040	548986.666666667	516260	455056.666666667	459013.333333333	507356.666666667	450990	498646.666666667	619813.333333333	459573.333333333	518783.333333333	398263.333333333	344923.333333333	394233.333333333	337500	326026.666666667	404410	317643.333333333	570026.666666667	564830	559010	555903.333333333	534456.666666667	559400	496710	352566.666666667	425806.666666667	412033.333333333
"A0A2R8YE63"	786990	712313.333333333	657560	389240	373183.333333333	385283.333333333	348426.666666667	295146.666666667	292423.333333333	589636.666666667	907446.666666667	627056.666666667	712983.333333333	604226.666666667	532526.666666667	533626.666666667	714066.666666667	683193.333333333	686870	954656.666666667	1388810	1141330	1126736.66666667	505526.666666667	439403.333333333	493643.333333333	181053.333333333	192683.333333333	201980	373943.333333333	871143.333333333	861610	733033.333333333	1167713.33333333	1076573.33333333	1148103.33333333	326010	248890	303450	471646.666666667
