"id"	"Reporter.intensity.corrected.1.TMT1"	"Reporter.intensity.corrected.2.TMT1"	"Reporter.intensity.corrected.3.TMT1"	"Reporter.intensity.corrected.4.TMT1"	"Reporter.intensity.corrected.5.TMT1"	"Reporter.intensity.corrected.6.TMT1"	"Reporter.intensity.corrected.1.TMT2"	"Reporter.intensity.corrected.2.TMT2"	"Reporter.intensity.corrected.3.TMT2"	"Reporter.intensity.corrected.4.TMT2"	"Reporter.intensity.corrected.5.TMT2"	"Reporter.intensity.corrected.6.TMT2"
"Q9DCD8"	385538.5	396130.55	531740	281243	371957.5	460750	4858151.33333333	5563886	4648435.66666667	4291438.33333333	3036851.66666667	5569545.66666667
"Q9CY27"	1040860	832055	863200	544485	854600	510510	780726.666666667	864976.666666667	811943.333333333	590370	457786.666666667	997370
"Q91YJ2"	99729	53442.5	59389.5	41546.5	50252	43658.5	197686	91455	143962.5	127743.5	116157.5	166961.5
"Q3U0D7"	NA	NA	NA	NA	NA	NA	574030	544860	767620	640060	385200	940250
"A0A0G2JGT5"	504970	434950	416130	256040	423060	311660	730565	624735	609545	615020	435355	734875
"P57722"	125304.5	429230	85008	72231.5	130593.5	80174.5	181990	151770	139750	121740	120100	157550
"Q91YK1"	75174	84432	66410	24522	59912	43243	NA	NA	NA	NA	NA	NA
"Q14CH7"	NA	NA	NA	NA	NA	NA	11479	11425	NA	NA	NA	9649.4
"Q8VC94"	1640200	1552700	1356700	863590	1365900	1019300	2236900	2137300	1893400	1734600	1179400	2302800
"Q8VHL1"	178960	226900	186820	86351	177240	132900	1742600	1825600	1732900	1631700	1053300	2054900
"Q3UBP0"	318455	282391	547596.666666667	106811	182484.666666667	164863	403126.666666667	476723.333333333	498583.333333333	381773.333333333	257523.333333333	570926.666666667
"E9Q7K1"	863110	590030	729320	345780	662120	538560	NA	NA	NA	NA	NA	NA
"Q8BH58"	224870	162260	146450	97579	122760	143110	47529	48017	40030	36895	26690	35766
"D3YYT0"	903645	873495	859375	580175	923895	794775	1272290	1115780	1020246.66666667	1105623.33333333	571576.666666667	1072710
"D3Z632"	NA	NA	NA	NA	NA	NA	205710	319540	232550	213830	120940	273160
"Q9D6H6"	370650	274730	359300	172100	252270	219540	NA	NA	NA	NA	NA	NA
"Q8C446"	1000800	891970	634290	538360	346440	685940	765443.333333333	584326.666666667	754383.333333333	820466.666666667	532323.333333333	955263.333333333
"G3UZ67"	NA	NA	NA	NA	NA	NA	592780	522480	504250	411680	326990	577240
"Q9JMH6"	231978	248761.333333333	207444.666666667	116023.333333333	179208.333333333	162554.666666667	287426.666666667	261166.666666667	285580	210588.333333333	189066	229036.666666667
"E9Q8N8"	1791933.33333333	1827833.33333333	1822133.33333333	530230	1139236.66666667	865796.666666667	744523.333333333	966360	888013.333333333	551266.666666667	563173.333333333	725283.333333333
"Q3U7F3"	808673.333333333	813716.666666667	535650	374710	743093.333333333	784310	686633.333333333	657486.666666667	604710	456320	402530.666666667	708933.333333333
"Q7TMY2"	906685	772080	682800	345190	511520	508625	130901	119588.5	121632	126761	91198.5	135886.5
"A2RS58"	601730	507410	499365	297385	489065	347875	469566.5	486640.5	392628.2	405902.5	278408	384992
"Q9CR39"	404930	295790	274570	213840	266730	234520	NA	NA	NA	NA	NA	NA
"D3Z1V2"	93678	19959	78088	189130	233130	207290	335210	273040	269970	135040	240290	179210
"Q3TA19"	570070	514410	321970	201220	249590	372610	NA	NA	NA	NA	NA	NA
"B2RWI2"	NA	NA	NA	NA	NA	NA	155040	110230	135460	64453	88671	128620
"O70194"	118631	111624.666666667	113161	72178.6666666667	120196.333333333	107721	3039400	3173300	3569900	2140900	1528500	3989000
"E9Q5B6"	491070	582770	283700	222290	339700	478800	NA	NA	NA	NA	NA	NA
"Q5DTI3"	242303	101746	290846.5	73802.5	136872.5	139271.5	263840	267080	237210	189540	162785.5	291550
"Q545M7"	6870.2	3167.3	31243	10696	15359	16517	120820	382500	190600	342910	138940	304060
"D3YX62"	NA	NA	NA	NA	NA	NA	433520	599020	559330	433340	290390	470460
"O54724"	519670	635575	555870	315880	1169550	396010	407690	591820	452580	409595	243630	419855
"F8VPX1"	588676.666666667	552843.333333333	422393.333333333	389433.333333333	633626.666666667	442413.333333333	168840.5	137145	133831	116165	91458	240779
"Q8JZS0"	821080	1187190	528030	677555	1058300	791575	2310950	2758970	2150095	1973745	1364640	2737230
"O88983"	NA	NA	NA	NA	NA	NA	113040	106850	89496	104450	48221	120380
"B2RWB7"	99594	75156	123170	83064	111670	80369	NA	NA	NA	NA	NA	NA
"Q3UGE1"	107480	127260	112550	81124	97538	92913	56516	57747	56359	42279	27093	57027
"D3YXM1"	NA	NA	NA	NA	NA	NA	37962	35341	18918	30430	20355	26857
"Q9D6D9"	NA	NA	NA	NA	NA	NA	118590	141580	103370	87686	69737	120770
"G3UZ34"	568360	667050	342270	308810	372840	554470	209450	201860	171280	165710	128130	226150
"B1AZ39"	534070	406910	402460	312180	392520	319720	1280000	1386700	983960	1046600	800850	1186900
"P99027"	298160	284990	310300	218710	203050	233270	721810	689135	463260	1073940	574940	286675
"A2ASW8"	NA	NA	NA	NA	NA	NA	369291.666666667	270112.666666667	314192.333333333	331114.333333333	196188	341647.333333333
"A0A2I3BQV5"	538950	400430	401040	297863.333333333	421960	399350	315370	328430	330475	241090	201928	372385
"O88456"	487858.666666667	375198	479251	169488.533333333	386272.666666667	292018	557790	521226.666666667	592096.666666667	483733.333333333	422494	551623.333333333
"Q9D6U8"	318780	192740	300030	242010	398970	256360	138230	156780	153160	105660	96259	100790
"Q8VC72"	5972900	4674000	5693500	2913400	6375800	5055900	1688185	1579043	1616056.33333333	1078530.66666667	1088354	1700735.66666667
"Q8BNF3"	157510	151180	144510	100810	147240	103250	NA	NA	NA	NA	NA	NA
"Q6PGM5"	232180	197685	151565	105782	128757	124676.5	134520	155770	147740	110280	82565	151380
"A0A087WQ11"	NA	NA	NA	NA	NA	NA	2290400	1737400	1418600	1781300	2517700	1433200
"Q3U0B0"	944626.666666667	633740.333333333	1065306.66666667	596817	752796.666666667	582982	1462703.33333333	1441466.66666667	1479013.33333333	1236396.66666667	791143.333333333	1817480
"A2AHJ7"	NA	NA	NA	NA	NA	NA	195940	248040	145285	210875	85413.5	249575
"D3YVZ9"	NA	NA	NA	NA	NA	NA	120650	147600	92788	117390	87915	119310
"D3YZA7"	36389	40192	35545	20740	28776	15643	128610	141460	128510	116000	76029	147980
"M0QWG6"	NA	NA	NA	NA	NA	NA	89877	80962	119830	84345	66321	92452
"Q3UZ06"	523000	420430	389440	295030	355830	346430	589370	635086.666666667	526560	471020	434183.333333333	563903.333333333
"Q8BZJ5"	224739	172455.5	223100	125080.5	284026.5	174396	NA	NA	NA	NA	NA	NA
"Q80VD1"	152380	175540	125010	68865	130740	116760	159531.5	76251.5	138698	99485	77974.5	171090
"Q8CE18"	917216.666666667	427790	603243.333333333	398276.666666667	751310	345236.666666667	490820	488726.666666667	359876.666666667	354476.666666667	244050	329170
"Q8BM29"	967226.666666667	911103.333333333	729960	543070	835183.333333333	641293.333333333	1225416.66666667	1485776.66666667	840020	1136466.66666667	900366.666666667	1219070
"Q4TVN0"	NA	NA	NA	NA	NA	NA	14700	11627	5829.7	1503.8	5240.6	10702
"Q8QZS1"	1042835	863425	701055	384955	485970	644125	594040.333333333	540274.333333333	495067	440081.333333333	392810	484650.666666667
"Q8R4N0"	74682	83064	69722	44427	69628	64408	NA	NA	NA	NA	NA	NA
"E0CY49"	385360	214850	253270	106300	120570	195070	831760	811580	805710	690670	516440	786890
"Q9CWF2"	777770	786260	494180	165920	198070	306480	159050	184190	77317	258170	360910	59229
"Q9D880"	600340	614300	520585	405930	560805	369660	378632	421022.666666667	401495.333333333	247121	192110	434414
"F8WI55"	NA	NA	NA	NA	NA	NA	262275	181705	237373.5	212020	142882	237755
"Q3U5N4"	NA	NA	NA	NA	NA	NA	237000	193070	246370	167680	143230	234270
"Q99MR8"	88640	63282	67914	39367	26446	59504	365760	466785	261826	262124.5	141816.5	377031
"A0A385JBX3"	320520	282640	302400	188280	335320	238290	49507	65381	55696	39689	39191	65043
"Q8CHP5"	28983	20868	16667	14685	22569	17375	NA	NA	NA	NA	NA	NA
"A9CLV6"	538690	298570	381040	245570	298400	267350	804120	788190	731390	836040	584810	910260
"Q9ERT9"	NA	NA	NA	NA	NA	NA	195693	193345.5	175615.5	143723.5	84457	145163.5
"A0A1W2P772"	NA	NA	NA	NA	NA	NA	513440	475985	483890	363320	285895	471245
"Q91VW3"	1674180	1187023.33333333	1670266.66666667	1187276.66666667	1836923.33333333	1424860	2994166.66666667	3016933.33333333	2792266.66666667	2244433.33333333	1862166.66666667	2905533.33333333
"Q8BFZ9"	NA	NA	NA	NA	NA	NA	81680	61891	85530	49598	56500	67163
"Q8K0C9"	NA	NA	NA	NA	NA	NA	103510	87411	111730	82278	84995	66837
"Q6B822"	583680	378550	301270	821210	234630	1030500	1565515	353820	232485	349390	136236.5	268000
"G5E924"	1929666.66666667	2517466.66666667	1449733.33333333	1460903.33333333	2684066.66666667	3147133.33333333	2076800	2412233.33333333	1535933.33333333	1569433.33333333	1254923.33333333	1894433.33333333
"Q9EPK2"	627060	2722800	370470	323740	518750	363410	NA	NA	NA	NA	NA	NA
"Q544M1"	16434600	6806450	7341800	3337415	10586600	6774950	4792396.66666667	4929273.33333333	4046986.66666667	2598973.33333333	3507600	4032073.33333333
"Q14B57"	NA	NA	NA	NA	NA	NA	188470	245240	172510	194460	156520	248020
"Q3UZK3"	70353.3333333333	52652.3333333333	88385	46038	40489.3333333333	50972.3333333333	129495	117382.966666667	137357.5	119652	84041.5	206425
"Q8BH40"	NA	NA	NA	NA	NA	NA	520419.866666667	597579.466666667	549176.566666667	366202.366666667	261046.433333333	457680.366666667
"Q8BY87"	5363200	3444200	5439600	2101000	3232200	3356200	47508	47954	42225	34665	26497	53082
"Q8CC88"	192500	168320	164420	105280	158550	127550	17542	9865.3	13944	13073	4365.5	16307
"A0A0G2JER9"	221133.333333333	210010	159443.333333333	164100.333333333	221143.333333333	192703.333333333	404610	316400	212600	458580	432910	123421.25
"A2ASL8"	NA	NA	NA	NA	NA	NA	356560	324620	371280	276020	188150	318070
"Q920M7"	99917	79328	53280	79279	98978	81429	1815	NA	4346.1	1906.7	NA	3606.3
"Q3TKC5"	148120	93613	99413	73239	103900	99348	371840	397560	280870	249940	198680	352260
"Q3UDY9"	NA	NA	NA	NA	NA	NA	372778	575748	385851	292313	197639.85	335277
"A0A1D5RLZ6"	861890	686360	654670	542290	1019200	560270	1521500	2002200	1555900	1360900	1146000	1563700
"D3Z0V6"	308359.666666667	248236	261580	166583	195268	224734	916850.666666667	814193.666666667	833955.666666667	839176.666666667	519025.333333333	1100247.66666667
"Q3TR92"	189880	119850	149860	67111	99753	113470	NA	NA	NA	NA	NA	NA
"Q7TPQ7"	717413.333333333	398423.333333333	597240	504376.666666667	526856.666666667	603766.666666667	2203176.66666667	1759930.66666667	1931969	1490600.33333333	1337624.66666667	2020378
"A0A494BAN1"	204760	141390	183330	87164	167770	125370	13485	14400	15225	4773.9	12690	15431
"P54763"	124100	74140	128060	40946	43198	52527	7278.7	8762.1	11300	7938.1	5513.9	10651
"Q3TDX2"	NA	NA	NA	NA	NA	NA	621890	567450	551540	491845	344830	616295
"Q7JCZ0"	NA	NA	NA	NA	NA	NA	490760	806210	457710	362670	489020	607920
"Q3UBX7"	NA	NA	NA	NA	NA	NA	7346.6	12751	11311	12475	NA	11519
"Q3TUA8"	NA	NA	NA	NA	NA	NA	56201	73985	76131	48273	39173	56165
"A0A3F2YNL9"	865650	759820	609820	790580	1797900	733100	NA	NA	NA	NA	NA	NA
"Q8BQP9"	NA	NA	NA	NA	NA	NA	289295	219210	274880	202130	192885	312810
"Q80X95"	427932	336168.75	325898.5	218543	442480	291927.15	95969	36558.5	91968.5	79421.5	53046.5	94507
"Q0VDL5"	464390	452870	368680	312290	355180	324210	337700.666666667	329509.666666667	294599	283300.666666667	197858	342866.666666667
"Q8CEH4"	296490	237970	350040	176310	181980	187420	1326310	694455	1049405	837985	488330	708550
"Q9WTP6"	748520	1072900	646530	443570	730040	510530	126468.5	167350	125193	116788	91480	126521
"F7ADT6"	274470	227540	224800	127280	239450	180330	257786.666666667	248260	245410	230583.333333333	154328.666666667	251553.333333333
"Q8QZY1"	NA	NA	NA	NA	NA	NA	136832	104114.5	103079	78283.5	61101	112476
"Q6NSP6"	NA	NA	NA	NA	NA	NA	1397400	1145300	1336800	1195800	1030900	1473400
"A0A452J8C1"	621219	569423.333333333	491508.666666667	322658	388155.333333333	340342	920366.666666667	814753.333333333	865790	712566.666666667	473380	914296.666666667
"E9Q2S0"	83011	108510	82631	59736	150450	53792	24811	22367.8666666667	26860.95	45920.5	13543	35981.5
"Q91YK6"	NA	NA	NA	NA	NA	NA	115540	88101	37669	111720	103580	59618
"Q14A12"	166750	73539	103060	68030	131020	97218	74460	93828	59157	63218	66944	80057
"A0A1L1SSW1"	NA	NA	NA	NA	NA	NA	363490	471240	365290	306470	254200	378690
"F6TCV0"	NA	NA	NA	NA	NA	NA	74621	101130.5	79964.5	67704.5	57656	81709.5
"O70251"	1304395	1069770	1010350	576645	1209435	746225	514575	611275	448420	613555	587265	525450
"A2A547"	2539400	2938400	2268200	1697700	3143100	1837700	2456720	3063000	1914640	1887515	1232300	2394150
"Q8CEB6"	1046900	943580	1065700	614310	897120	773320	NA	NA	NA	NA	NA	NA
"Q3TDD9"	273920	287388	235794.5	141131	295979	154425	424633.333333333	432286.666666667	381160	347930	201686.666666667	487783.333333333
"Z4YLT8"	NA	NA	NA	NA	NA	NA	45961	44752	41587	46794	25217	30962
"A0A0R4J0W6"	96217	107767	82711	53806	79296	63796.5	NA	NA	NA	NA	NA	NA
"Q80XK8"	131770	107750	108690	60088	73782	87342	NA	NA	NA	NA	NA	NA
"Q80Y86"	13555000	10353000	8004400	6515900	10511000	10058000	10459000	10228000	8783500	6902800	6511000	8711300
"D3Z5B1"	NA	NA	NA	NA	NA	NA	1038700	819040	929690	686890	485280	809930
"Q8BLC4"	84417	40602	70880	23572	81134	46925	NA	NA	NA	NA	NA	NA
"Q8VE97"	442990	674170	376990	251490	501320	423030	43467	37734	39450	32857	20741	32992
"Q6P5F9"	330550	314580	306620	160955	273735	220220	176436.666666667	159933.333333333	197516.666666667	113123.333333333	89484.3333333333	192770
"B2RUJ2"	10635000	9509000	10581000	9101000	13729000	11247000	2255763.45	4528500	1838898.45	2647096.7	1318299.55	4826100
"A0A0A6YWL7"	NA	NA	NA	NA	NA	NA	118870	116470	112980	99191	74614	128460
"A0A0G2JEA2"	151080	125250	120420	89455	121570	100430	71966	85459	73188	60878	54973	72679
"Q5M9P1"	2057700	1775500	1379500	1148100	2269700	1310000	3087000	2740300	2381700	1961100	1686700	3056100
"A2AM65"	785790	1417400	492730	436660	816040	735550	787800	1163900	587790	659300	509790	658300
"Q80YX0"	36590	37134	76402	39020	83374	37783	33566	27815	32728	26739	16907	30124
"Q8BKR5"	NA	NA	NA	NA	NA	NA	50744	56883.5	53795	48251	30117	61541
"A2RS22"	1393600	1687300	1407800	1082100	1981800	978890	616820	674306.666666667	507273.333333333	466356.666666667	315450	560643.333333333
"A0A087WSJ9"	NA	NA	NA	NA	NA	NA	72494	100380	98020	102520	60534	151200
"Q8BG92"	NA	NA	NA	NA	NA	NA	102170	89649	80730	115640	89162	112620
"F6ZTG3"	973600	751020	857345	425507	690895	556445	1788200	2092400	1811800	1394700	1098600	1902100
"Q9D7N9"	1018695	888410	755145	462470	708575	592265	426800	422875	436315	395320	251968.5	458575
"Q3TDE4"	18900	17613	12628	2734.7	17407	17093	54053	40154	61002	46421	42794	49541
"Q3UMQ2"	NA	NA	NA	NA	NA	NA	156820	177340	152050	164160	98562	153390
"Q8K0B2"	498310	433260	483030	316090	517260	357100	NA	NA	NA	NA	NA	NA
"Q8BFQ8"	132470	112610	129200	73583	186150	93637	806590	913560	656450	882790	637710	755720
"A0A3Q4EGT0"	NA	NA	NA	NA	NA	NA	270450	108940	201490	207190	122630	224960
"Q8BM63"	NA	NA	NA	NA	NA	NA	237220	98527	166800	176110	111770	185800
"P56375"	209771	215687	242946	138704.5	175443	179579.5	451130	306920	498130	452130	355140	475530
"A1ILG8"	97486	55355	63907	25630	42568	59909	110850	80940	101750	88322	60326	112030
"D9IFT4"	483660	296580	294620	300120	237100	235160	NA	NA	NA	NA	NA	NA
"Q7TNC9"	NA	NA	NA	NA	NA	NA	201670	101070	186350	142670	87636	154460
"Q8BH64"	57573	51619	41019	29744	125870	33423	NA	NA	NA	NA	NA	NA
"Q80ZW2"	NA	NA	NA	NA	NA	NA	237310	306930	288835	215985	168685	312655
"Q9QXW9"	NA	NA	NA	NA	NA	NA	276930	244680	252240	320110	153710	327630
"Q8BMZ8"	295760	289680	274320	171160	302080	232830	NA	NA	NA	NA	NA	NA
"Q8K4A2"	121700	111970	50824	111740	219150	133020	80476	104730	68289	81515	40290	101980
"Q61595"	377926.666666667	315146.666666667	320643.333333333	214604.666666667	415710	253621.666666667	272625.5	296132	258022	223304	157520.5	279867
"Q1XID4"	312090	268740	226220	124650	160600	131070	155684	113755.5	108912.95	162806.5	87082.25	160607.55
"Q9QXK3"	247680	203660	160150	114180	97562	162760	177460	143910	131480	147090	73724.5	209080
"Q3TRH2"	281406.666666667	225562.333333333	194004.333333333	146291.666666667	168907.666666667	175837.333333333	323965	247265	313715	246210	192450	372570
"Q3U878"	570750	736920	588900	361290	813700	466690	392285	411109	358272.5	330415.5	229862.5	423615
"D3YWN7"	NA	NA	NA	NA	NA	NA	190965	275100	169630	179790	123959.5	224085
"D3Z7G3"	290360	231480	239340	129550	186890	219260	206290	266890	193800	221740	146050	242370
"D3Z2Y2"	328710	244840	250485	151742.5	307111	199720	412522	439755	422472.5	331439	291677	405896.5
"P09240"	281250	269710	157040	153960	277540	164030	617095	713150	593200	483410	200405	561670
"F8VPU2"	NA	NA	NA	NA	NA	NA	649052.5	725695	622565.5	576238	318797	698133.5
"Q9EQ06"	NA	NA	NA	NA	NA	NA	834500	570000	868870	500810	449190	853670
"D3YU12"	208540	151690	346500	100470	186090	130990	NA	NA	NA	NA	NA	NA
"D3YYP8"	208170	186060	173310	173550	317960	183130	9834.3	8246.1	25067	5264.7	5841.4	7834.1
"A0A1Q1NN66"	231296.666666667	316010	251073.333333333	166970.333333333	295620	173580	53855.5666666667	65364.5666666667	41456.3	46526.9333333333	64605.6	44895
"F7BJK1"	755870	579100	656910	775590	1505600	755140	1042800	1270500	967090	1058500	645380	934810
"B9EIE8"	NA	NA	NA	NA	NA	NA	435190	585590	444410	378450	292130	417280
"Q80UY7"	NA	NA	NA	NA	NA	NA	331270	354790	255200	332380	213540	305100
"F6T2S0"	1519900	1295500	1266200	953810	1905300	1223600	1574800	2079585	1594500	1263490	865945	1803770
"Q6PGH0"	239140	160190	216470	165520	229360	135020	NA	NA	NA	NA	NA	NA
"B2RUD2"	NA	NA	NA	NA	NA	NA	88920	94138	86400	55524	69408	85866
"Q545F0"	2844093.33333333	1972433.33333333	2407113.33333333	1441626.66666667	2473153.33333333	2017750	8977180	7134893.33333333	8631813.33333333	5444872	4342605	7406760
"Q6IRT4"	624323.333333333	566936.666666667	482956.666666667	316113.333333333	451093.333333333	395823.333333333	604773.333333333	479996.666666667	520810	560086.666666667	357609.666666667	607560
"Q5SVR0"	51908	67257	56136	31277	30062	46966	52167	53354	49458.5	43858.5	30940	47479.5
"B1B1A8"	732250	603530	591020	451630	549830	467320	915050	981010	848880	853300	556600	921700
"Q5BLK2"	4205100	4434700	3516400	3019100	3447600	2862600	2184500	2473550	1815930	2099400	1711300	1917180
"Q8K3H0"	781190	801386.666666667	662563.333333333	518263.333333333	736320	528216.666666667	836326.666666667	859973.333333333	829653.333333333	775723.333333333	481820	966693.333333333
"Q8BPF9"	515550	434115	398477.5	311077	468255	371679	802823.333333333	607450	756776.666666667	658483.333333333	455843.333333333	890243.333333333
"Q8BK67"	NA	NA	NA	NA	NA	NA	212870	253770	211080	137870	150390	275620
"A0A5F8MPN1"	27226	35489	33740	29632	48378	22645	58989.5	49791	46046.5	55072.5	47959	72764
"Q3UFV9"	NA	NA	NA	NA	NA	NA	280810	330010	231500	243280	161030	244850
"Q80TA6"	NA	NA	NA	NA	NA	NA	69981	74784	66340	48441	36063	78072
"Q6PAV2"	NA	NA	NA	NA	NA	NA	340510	371810	343480	298780	176690	402270
"Q149D1"	143150	159990	108650	81775	100520	121380	427906	458174	426813.666666667	394105	305670.666666667	418181
"O54941"	19422	24256	12605	15342	13668	15340	97956	86941	63478	53431	50028	77328
"Q3TH57"	85593	149430	77500	66394	111670	76932	NA	NA	NA	NA	NA	NA
"Q8BU35"	1075700	858100	1008300	634680	1028700	921680	NA	NA	NA	NA	NA	NA
"F8WIH0"	13844	NA	9310.7	9114	7832.8	14038	82331	121630	65895.5	107360	57554	51159.8
"G3X9D3"	147830	146340	58235	36454	59783	37053	NA	NA	NA	NA	NA	NA
"A0A2U3TZ49"	161785	246295	98539	155170	253570	138440	224900	290260	231488.5	223180	119971.5	333315
"Q9D7A8"	187500	191880	148540	140770	142830	167060	NA	NA	NA	6644.8	NA	NA
"J3QPY0"	377700	259340	310500	154550	242290	220500	357770	419020	351290	329230	212540	362180
"E0CZE0"	717090	587480	588710	395630	588540	503410	482085	544220	510420	357945	268050.5	504605
"A0A286YDZ6"	NA	NA	NA	NA	NA	NA	97336	70236	59918	67518	74375	100890
"Q8R2R9"	1078540	715320	729060	494185	810915	722185	1386500	1269400	1411000	989070	867260	1504500
"Q3TL95"	1036410	844230	625960	484235	643165	715870	1557278.33333333	1254303.33333333	1260091	1183407	1020652	1351555.33333333
"F6VTS9"	431250	384290	969600	406040	565980	312910	NA	NA	NA	NA	NA	NA
"Q3UGC1"	214320	211540	144320	115460	143540	129890	198975	220425	193805	206720	116596	232275
"Q8CIV8"	84370	82265	73366	46136	59378	43588	NA	NA	NA	NA	NA	NA
"A2RT28"	3179.7	6988.7	3309.8	NA	NA	NA	NA	NA	NA	NA	NA	NA
"E9Q1U6"	41085	51444	40792	23711	30044	31545	5494.3	11309	10752	NA	NA	15351
"Q9CPX4"	209710	267430	213420	135960	118470	283150	963710	680420	1029400	818100	249590	518110
"Q8K0T3"	188430	227130	120940	93556	139790	139740	334047	457260.5	425895.5	263591	167577.5	408392.5
"Q6NZN9"	31895	75955	43503	23315	43419	35387	NA	NA	NA	NA	NA	NA
"Q7JCZ1"	13183700	11753933.3333333	12082066.6666667	8755866.66666667	12386233.3333333	10935766.6666667	10774900	12002666.6666667	9667200	7993766.66666667	6371466.66666667	10808033.3333333
"Q80U72"	165460	152891.5	159070	73231.5	112891.5	112691	237260	245070	237740	173450	160990	204290
"Q9CRU8"	48996	28717	17208	9121.3	12271	20723	115290	55882	101770	108600	47938	110640
"A0A494BA39"	193593.333333333	131271	157278	137821.333333333	201937.333333333	151307.333333333	129250	179580	141697	101117	76392	124855.666666667
"Q9CWU9"	27802	19567	13868	13082	2268.6	16332	NA	NA	NA	NA	NA	NA
"A1L151"	5382500	3144600	3418400	2249000	3270500	3093200	8919300	6185500	9079800	7639000	7190100	11054000
"Q9D7J4"	NA	NA	NA	NA	NA	NA	160510	153970	163580	97959	118400	152520
"Q8C5W3"	112940	128400	92652	82472	130150	60681	NA	NA	NA	NA	NA	NA
"Q9CXJ1"	35091	22545	16521	40789	40251	26952	NA	NA	NA	NA	NA	NA
"B2RY70"	239580	331730	88894	102900	205630	126590	NA	NA	NA	NA	NA	NA
"Q9ERS2"	589620	380223.333333333	493940	248822.333333333	418356.666666667	416090	2921176.66666667	3000023.33333333	2633653.33333333	2502410	2195740	2891556.66666667
"Q3TDP3"	195060	160910	166500	70896	95565	109130	126370	74082	114340	109760	54307	107000
"Q3UMA4"	148140	146150	136020	107940	179650	109120	213700	330180	247660	201130	131420	274470
"H3BL43"	69726	67943	54470	45156	60403	49855	NA	NA	NA	NA	NA	NA
"Q543Q4"	NA	NA	NA	NA	NA	NA	356570	217290	175160	439720	447440	174490
"A2RTH5"	2547.2	NA	3448.9	NA	1874.3	NA	893770.4	1043866.5	882423.35	810417.35	573490.15	943179.95
"Q9DBL7"	NA	NA	NA	NA	NA	NA	70785	48362	66722	66030	43546	66228
"Q8BIG7"	99935.5	66809	60243	26869.5	50781.5	52106.5	NA	NA	NA	NA	NA	NA
"Q3TDN2"	541583.333333333	515480	453036.666666667	263480	507500	319340	263220	362835	297530	200035	172835	314415
"Q8R1X8"	80531	67110	71850	55440	95789	55958	NA	NA	NA	NA	NA	NA
"Q99LC3"	1068680	679106.666666667	785103.333333333	505186.666666667	473013.333333333	746543.333333333	2627753.33333333	1898426.66666667	1912506.66666667	2404633.33333333	2450133.33333333	2123686.66666667
"A0A2I3BQJ1"	NA	NA	NA	NA	NA	NA	30315	32697	28329	27098	14696	24778
"Q9JM14"	1096436.66666667	865206.666666667	861146.666666667	552923.333333333	954883.333333333	668860	857805.666666667	890842	936920.333333333	609829.666666667	480857.333333333	939398
"F7CYX4"	NA	NA	NA	NA	NA	NA	228556.666666667	194750.666666667	168076.166666667	169173.666666667	132380.166666667	179127
"E9Q2E4"	180990	152750	170970	118440	169950	126580	341604	473373.5	325522.5	311831	179027.75	398844.5
"Q61425"	NA	NA	NA	NA	NA	NA	103160	179310	114820	97432	56734	127850
"D3YVX4"	1074210	1217160	1110895	855290	1504700	990195	1647105	1796755	1533950	1417395	802905	1611600
"V9GWT6"	307685	277365	221245	128670	312715	204905	NA	NA	NA	NA	NA	NA
"Q9Z1Z0"	NA	NA	NA	NA	NA	NA	175278	166175.633333333	168977.666666667	121603.666666667	97257.6666666667	174866.666666667
"Q8BWJ2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"F6PYI8"	79440	65350.5	64848.5	48179	67590	57296.5	NA	NA	NA	NA	NA	NA
"Q2M4I1"	92397	80343	73788	36475	66293	52607	NA	5333.7	1780.8	2229	NA	NA
"P30875"	NA	NA	NA	NA	NA	NA	130070	142180	130300	136690	77988	171750
"P62137"	1370900	1051500	1259300	1083800	1632100	1131400	2751000	2807500	2073700	2030250	1659650	2264200
"Q80V79"	4209.7	4563.8	NA	NA	2808.9	5692.6	NA	NA	NA	NA	NA	NA
"D3YUE8"	392395	389725	450165	202121.5	330817.5	286545	NA	NA	NA	NA	NA	NA
"Q80U95"	183300	146720	144630	114240	103210	134370	102163.5	69430.2	96683	88405	43114.9	87927
"A0A0A6YY72"	25697	27910	25174	14874	12884	13046	87180	70414.5	56030.5	60685.5	46912	58786.5
"E9Q933"	525830	356210	385840	291850	291330	359620	NA	NA	NA	NA	NA	NA
"Q9JJL8"	232140	235040	196240	129160	263630	172040	185250	224470	158790	168830	111240	208290
"B7ZNA3"	189730	234981.5	159048	147621	198399	132446	NA	NA	NA	NA	NA	NA
"G3UW55"	352910	358060	155980	137990	289390	198730	NA	NA	NA	NA	NA	NA
"Q9CX60"	NA	NA	NA	NA	NA	NA	104920	96570	95117	71151	54175	101810
"Q8C4G3"	405875	295183.5	292704	157127	249250	225680.5	356020	497460	323110	302310	181090	351460
"E9Q812"	205345	115969	211925	96932	263380	155706	NA	NA	NA	NA	NA	NA
"F7CBP1"	548870	593340	498870	377600	551710	373150	580490	671450	559080	456680	343600	611760
"B2RSI3"	288010	121850	256720	120530	177890	149320	NA	NA	NA	NA	NA	NA
"A0A1L1SRT4"	NA	NA	NA	NA	NA	NA	57399	36929	67091	46741	22965	53788
