"id"	"Reporter.intensity.corrected.1.TMT3"	"Reporter.intensity.corrected.2.TMT3"	"Reporter.intensity.corrected.3.TMT3"	"Reporter.intensity.corrected.4.TMT3"	"Reporter.intensity.corrected.5.TMT3"	"Reporter.intensity.corrected.6.TMT3"	"Reporter.intensity.corrected.7.TMT3"	"Reporter.intensity.corrected.8.TMT3"	"Reporter.intensity.corrected.9.TMT3"	"Reporter.intensity.corrected.10.TMT3"	"Reporter.intensity.corrected.1.TMT4"	"Reporter.intensity.corrected.2.TMT4"	"Reporter.intensity.corrected.3.TMT4"	"Reporter.intensity.corrected.4.TMT4"	"Reporter.intensity.corrected.5.TMT4"	"Reporter.intensity.corrected.6.TMT4"	"Reporter.intensity.corrected.7.TMT4"	"Reporter.intensity.corrected.8.TMT4"	"Reporter.intensity.corrected.9.TMT4"	"Reporter.intensity.corrected.10.TMT4"
"P55011"	2021733.33333333	1722066.66666667	1601600	323190	296843.333333333	300470	752380	632770	706536.666666667	402120	286383.333333333	271680	262543.333333333	1284133.33333333	1390933.33333333	1393166.66666667	632113.333333333	445040	622783.333333333	418426.666666667
"P37108"	2191626.66666667	1382733.33333333	1862436.66666667	1126380	1174893.33333333	1463943.33333333	1455356.66666667	1416780	1492973.33333333	1129533.33333333	1648106.66666667	1421990	1359233.33333333	1665300	1519273.33333333	1783570	1628726.66666667	1444036.66666667	1571036.66666667	1277420
"Q8N697"	33007	26107	16002.2	25684	26132	23821	10283	10818	8234.8	16630	24113	19655	21328	20083	20516	18608	10605	8293.7	9940.7	16053
"Q9Y4H2"	16888	13812	12840.2666666667	138832.333333333	113706.333333333	116133.333333333	24742.3333333333	21247.6666666667	28134	44472	205462.333333333	204675.333333333	195265	17670.3333333333	14898	13685.6666666667	45129.3333333333	38622.3333333333	45991	73763.3333333333
"O75822"	897810	737863.333333333	761640	654956.666666667	537836.666666667	579043.333333333	862060	721740	788346.666666667	576290	747903.333333333	717733.333333333	652526.666666667	705626.666666667	712026.666666667	748876.666666667	942343.333333333	767350	853920	606673.333333333
"Q9UH36"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P36578"	4631466.66666667	3845800	3675600	4002600	3303466.66666667	3768966.66666667	4241800	3409933.33333333	3626766.66666667	2928200	5594833.33333333	5420433.33333333	4549500	3969966.66666667	4336566.66666667	4241000	4751500	3798766.66666667	4295366.66666667	3521033.33333333
"B5MCB4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q96P70"	541763.333333333	441620	430686.666666667	982643.333333333	834970	872916.666666667	609906.666666667	540410	612043.333333333	527423.333333333	1144300	1145763.33333333	930820	395370	443886.666666667	426973.333333333	762066.666666667	546176.666666667	630546.666666667	568880
"P28482"	743573.333333333	606043.333333333	630810	633990	488253.333333333	599566.666666667	1263360	1157410	1214493.33333333	547553.333333333	933680	916016.666666667	938270	731870	833110	754570	1922300	1397833.33333333	1582600	824603.333333333
"P09417"	343466.666666667	287260	322020	694223.333333333	523400	618160	526286.666666667	511663.333333333	559126.666666667	395703.333333333	716786.666666667	746126.666666667	783076.666666667	197840	190373.333333333	208090	685440	568536.666666667	610093.333333333	449043.333333333
"Q9UID3"	145696.666666667	123700	135173.333333333	80456	68881.3333333333	77801.6666666667	142380	124513.333333333	137080	85221.6666666667	130328	128568	96152	165238.333333333	158781.666666667	166660.333333333	211762.333333333	167813.666666667	197766.666666667	126078
"Q9NR33"	160182	134634.5	138984	111314	99495.5	113324.5	80206.5	64295.5	80022	95736	88023.3	94298.3333333333	76491.3333333333	85513.7333333333	94174.3666666667	91944.4	58841.8	46078.0666666667	49049.3	67475.8333333333
"Q6SPF0"	84943	72864	66646.6666666667	29195.6666666667	29817	38042	27612.6666666667	27853.3333333333	28096.3333333333	32163.6666666667	61182.3333333333	59527.3333333333	48672.6666666667	101330.333333333	99756.3333333333	102989.666666667	43164	40218.6666666667	42558.6666666667	47958.3333333333
"O76031"	951680	781636.666666667	782180	781713.333333333	680663.333333333	743623.333333333	535456.666666667	488046.666666667	524613.333333333	492633.333333333	810046.666666667	848710	807626.666666667	789163.333333333	784186.666666667	843100	612813.333333333	474863.333333333	537060	549800
"P86790"	238972	198614.666666667	190885.666666667	95681.3333333333	86421.6666666667	92776.6666666667	136996.333333333	123609.666666667	130689	104334.333333333	137707	144129.333333333	100462	253508.666666667	242946.666666667	257594.666666667	225328.666666667	190476.333333333	205149.666666667	148095
"P23610"	180290	125845	144005	60767.5	59224.5	66833.5	60025.5	50378.5	69028.5	53009.5	65721.65	65329.95	48373.55	71270.7	82713.9	62960.9666666667	49837.065	26960.9666666667	44279.35	109340
"Q9Y2Z0"	793626.666666667	699386.666666667	659050	925663.333333333	739490	836373.333333333	661770	622886.666666667	659356.666666667	562376.666666667	1187796.66666667	1218186.66666667	1106106.66666667	793690	811680	837090	960070	738230	845006.666666667	754146.666666667
"Q8WUQ7"	30263.9	27725.7	27993.3	50368	43476	24212.85	24914.25	22113.6	43903	25305.25	47186.0666666667	45489.8333333333	38833.1	83551.0666666667	69445.9666666667	80248.5666666667	51819.6333333333	48088.1666666667	52819.6333333333	44665.6
"Q7L5D6"	408423.333333333	318883.333333333	342093.333333333	82358.3333333333	69753.6666666667	72901	183763.333333333	173373.333333333	191423.333333333	132900	146406.666666667	141060	96657.6666666667	442943.333333333	436473.333333333	459973.333333333	290463.333333333	228503.333333333	260810	217300
"P27361"	1456566.66666667	1128386.66666667	1186233.33333333	196613.333333333	137836.666666667	192700	291320	255066.666666667	281250	291723.333333333	214243.333333333	222586.666666667	141376.666666667	1012133.33333333	908256.666666667	1018383.33333333	271823.333333333	231663.333333333	260836.666666667	328146.666666667
"A6NIH7"	49994	39359	45469	26682.3333333333	20873.8	24668.3333333333	16977.8666666667	16321.7666666667	21125.8333333333	20683.3333333333	26813.5333333333	21993.5333333333	24307.2333333333	47810.3666666667	52514.3	53254.7	27003.2666666667	29236	22979.7	28532.2666666667
"Q9Y2U8"	189003.333333333	146376.666666667	149673.333333333	103858.666666667	109449.666666667	97225	128070	112043.333333333	127866.666666667	91055.3333333333	214910	217773.333333333	185263.333333333	250666.666666667	224926.666666667	251566.666666667	195523.333333333	161275	175880	161630
"Q5VYK3"	680723.333333333	595673.333333333	585410	523976.666666667	394943.333333333	449943.333333333	511186.666666667	455526.666666667	512833.333333333	415253.333333333	559483.333333333	591543.333333333	554870	628650	563543.333333333	591736.666666667	558876.666666667	444973.333333333	524900	469826.666666667
"Q9Y2K2"	34302.9666666667	25518.8	29102.0666666667	66970.3333333333	55837.6666666667	63103.8333333333	47970.3666666667	39711.9	45669.5	50418.7666666667	97650.3333333333	92768.3333333333	80386.3333333333	36264.3333333333	42616	39292	64413	53110.3333333333	62102	68192.6666666667
"K7EP90"	148390	128550	148250	104149	66859	92242.6666666667	65391.6666666667	77286.3333333333	66004.3333333333	81769.6666666667	54243.3333333333	59970	50277.3333333333	77902.6666666667	57486.3333333333	63600.6666666667	54523.6666666667	41074	49439.3333333333	54337
"Q9H3U1"	1083960	857306.666666667	869303.333333333	393110	354910	409310	460220	376633.333333333	437483.333333333	382433.333333333	617796.666666667	630643.333333333	557736.666666667	1112733.33333333	1014433.33333333	1115633.33333333	642193.333333333	511300	599540	502483.333333333
"G5E9W2"	61785	46845	51285.6666666667	50226.6666666667	45025.6666666667	47890	21278.1	17746.6333333333	20634.2333333333	32182.3333333333	44442.6666666667	44388.3333333333	41733.3333333333	37483.3333333333	36574.3333333333	38115.3333333333	20371.3333333333	19528	18172.6666666667	28224.6666666667
"D6RBD7"	886806.666666667	738890	834040	797146.666666667	630770	727916.666666667	940450	827083.333333333	899633.333333333	734076.666666667	997503.333333333	1044106.66666667	690606.666666667	914783.333333333	797546.666666667	891966.666666667	1208713.33333333	977870	1070153.33333333	912326.666666667
"A0A3B3ISV4"	380680	308132.666666667	326470	181400	152753.666666667	180230.666666667	290426	266306.666666667	289930	183827	186777	173871	138601	225283.333333333	243371.333333333	229026.666666667	278426.666666667	208773.333333333	220270	148423.333333333
"D3YTC9"	200125	166951.5	176397	142798.5	121415.5	122948	164140	139273.5	166265	113460	185607.5	181863.5	160025	169112.5	166221	169325.5	179883.5	140165.5	157745	134745
"Q9HCJ3"	10027	6760.3	11097	7994.8	5828.8	3797.4	3217.7	3660.8	5711.2	5738.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q92922"	375286.666666667	307576.666666667	330786.666666667	324500	271363.333333333	280253.333333333	410056.666666667	368406.666666667	406646.666666667	257843.333333333	357523.333333333	371786.666666667	315346.666666667	354950	324260	345506.666666667	475163.333333333	386876.666666667	429690	277423.333333333
"Q5SRE5"	218986.666666667	169106.666666667	192546.666666667	223340	202056.666666667	200676.666666667	179670	166430	197936.666666667	162696.666666667	240013.333333333	238173.333333333	191173.333333333	159346.666666667	160473.333333333	176903.333333333	211293.333333333	169600	186313.333333333	162433.333333333
"Q00796"	767010	636636.666666667	675726.666666667	705946.666666667	546473.333333333	649293.333333333	715416.666666667	634430	711906.666666667	523890	807480	806520	602750	687206.666666667	648723.333333333	672303.333333333	927120	662556.666666667	761246.666666667	616656.666666667
"Q9NX46"	160246.666666667	144620	141383.333333333	119090.333333333	78093.6666666667	95534.3333333333	126643.333333333	112010	129990	99883.6666666667	118361	122554	97993.3333333333	144546.666666667	136213.333333333	147313.333333333	137101	121762.666666667	133855.666666667	111099.666666667
"E7EWM1"	95483.6666666667	74537.6666666667	79352.3333333333	41966.6666666667	36062.7	39662.2333333333	55928	51757.3333333333	56943.3333333333	46387.1	31588.9	32639.9	39462.25	38952.1	39946	42926.55	65271.3	54696.65	59548.85	34287.45
"Q15283"	22384.8	21171.0666666667	20514.1333333333	58640	49550	53479.6666666667	52299	46609	52099.3333333333	35222.3333333333	79105.6666666667	79517	68573	24760.3333333333	26464.3333333333	27348.3333333333	68885.6666666667	57103.3333333333	63047.6666666667	47592
"Q9UPT8"	393480	328760	366626.666666667	200753.333333333	181870	188463.333333333	244696.666666667	273796.666666667	309480	246346.666666667	168690	141946.666666667	189016.666666667	285293.333333333	252156.666666667	303943.333333333	267933.333333333	207290	233650	202716.666666667
"J3QQY0"	44990.6666666667	40107	37361.3333333333	25563.1	20520.8666666667	29521.2666666667	28935.3666666667	27138.6	33335.4333333333	25797.4333333333	7288	5658.6	8981.2	12472	15461	13387	6165.7	7692.6	8009	6672.8
"Q96L91"	73321	65479.3333333333	68084.3333333333	38622.6666666667	31611.6666666667	35562.3333333333	32245.3333333333	31563.3333333333	35919.3333333333	33845	43345.6666666667	37052.3333333333	43739.6666666667	63703	62129.6666666667	65551.3333333333	45073.3333333333	38501.6666666667	41496.3333333333	41036.6666666667
"P52701"	453853.333333333	420566.666666667	416170	281316.666666667	223680	264710	217753.333333333	212200	230330	267316.666666667	524613.333333333	562706.666666667	492823.333333333	631136.666666667	588716.666666667	655136.666666667	429343.333333333	326113.333333333	376630	444560
"Q9H5N1"	217563.333333333	196063.333333333	184973.333333333	108917.666666667	83698	93337.6666666667	114246.333333333	110275.666666667	114149.333333333	87184	111177	118935	118444.333333333	160936.666666667	158256.666666667	153630	110078	99791.3333333333	113483.333333333	89495.3333333333
"P42566"	452006.666666667	382666.666666667	362563.333333333	315290	257383.333333333	283663.333333333	340826.666666667	291976.666666667	324676.666666667	236370	527760	541100	374423.333333333	557996.666666667	569133.333333333	576763.333333333	582796.666666667	461136.666666667	539856.666666667	428070
"P55036"	2348333.33333333	1922300	1885383.33333333	1334456.66666667	1141620	1270080	1560246.66666667	1294683.33333333	1420103.33333333	1226683.33333333	1175506.66666667	1239963.33333333	906336.666666667	1353706.66666667	1437970	1494223.33333333	1263016.66666667	1053173.33333333	1112303.33333333	985896.666666667
"Q5VWC4"	76498	66141	60124	42631	40507	38344	47317	40157	44782	39859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"A1X283"	186723.333333333	156956.666666667	156160	744986.666666667	637253.333333333	657686.666666667	506726.666666667	449656.666666667	535620	301286.666666667	806136.666666667	832790	791826.666666667	158946.666666667	172476.666666667	169740	624430	496030	537856.666666667	341336.666666667
"M0R2P6"	30961.3333333333	24140	25941.3333333333	33495.6666666667	25489	29315	19149.6666666667	20472.6666666667	19920.3333333333	17365.3333333333	47934	54002.6666666667	51138	30324	36020.3333333333	32684.6666666667	35753.3333333333	24732.3333333333	31772	29714
"Q9NRL3"	380293.333333333	325006.666666667	315163.333333333	172166.333333333	152367.666666667	181400	190398.666666667	161335.666666667	190416.666666667	202613.333333333	194680	190480	163896.666666667	301200	317623.333333333	319076.666666667	177533.333333333	148933.333333333	169103.333333333	181603.333333333
"Q9BQE4"	845756.666666667	716690	681223.333333333	479180	430811.666666667	430757	541766.666666667	472656.666666667	556923.333333333	334680.333333333	435626.666666667	478033.333333333	463053.333333333	507026.666666667	518960	550226.666666667	479806.666666667	404650	443523.333333333	273366.666666667
"A0A087WUC6"	469610	357963.333333333	425366.666666667	330790	320613.333333333	308833.333333333	326816.666666667	341560	375083.333333333	239700.333333333	647770	659890	409063.333333333	696263.333333333	752453.333333333	777303.333333333	673206.666666667	551590	593420	448930
"Q8N1G4"	906276.666666667	832296.666666667	825783.333333333	632353.333333333	367686.666666667	494470	620216.666666667	508003.333333333	543886.666666667	474750	667896.666666667	745443.333333333	569856.666666667	940186.666666667	780903.333333333	807670	720903.333333333	556856.666666667	618186.666666667	573180
"P49914"	848170	675633.333333333	686446.666666667	373000	322003.333333333	358480	212066.666666667	188053.333333333	220566.666666667	324916.666666667	392923.333333333	404900	388413.333333333	706606.666666667	686343.333333333	755406.666666667	201856.666666667	193670	207500	300160
"Q8WWH5"	279816.666666667	215533.333333333	218890	99671	85237.6666666667	87227	106758.333333333	97666.6666666667	102795.333333333	91382	84853.3333333333	95520.6666666667	83978.6666666667	206530	203243.333333333	223873.333333333	94177.3333333333	81368	86062	91922.6666666667
"O00231"	1521500	1258063.33333333	1224213.33333333	949923.333333333	827830	855230	1067256.66666667	791790	950533.333333333	798030	1378400	1375300	1208763.33333333	1496400	1462100	1444866.66666667	1523366.66666667	1152006.66666667	1299466.66666667	1178996.66666667
"Q8NI27"	430993.333333333	360610	366743.333333333	224413.333333333	199740	196883.333333333	226470	208946.666666667	242546.666666667	234356.666666667	386110	388470	224670	595686.666666667	597966.666666667	664103.333333333	399960	317653.333333333	336613.333333333	369126.666666667
"Q9H9B1"	164496.333333333	130407.333333333	142411.666666667	65265.3333333333	56585.3333333333	57898	51899.3333333333	55597.6666666667	54572.3333333333	58472.6666666667	52181.3333333333	52891	50405	82283	80545	78964.3333333333	45646.3333333333	37643.3333333333	55806	51829
"Q8TDZ2"	62001.3333333333	55811.6666666667	63840.3333333333	150438.333333333	113457.666666667	135164.666666667	42830	43790.6666666667	45470.6666666667	57124	153757	169978	154411	67284	47698.6666666667	57589.6666666667	43856.3333333333	46447.6666666667	42198.3333333333	69467
"Q96D53"	84044.3333333333	61793	62209.6666666667	72181.6666666667	63776	70648.3333333333	55909.6666666667	48097	53252.3333333333	45114.6666666667	184432	184967.333333333	146617	167776	171575	182592	131534.333333333	97861.3333333333	122524.666666667	103767
"A6NHR9"	345546.666666667	270970	266376.666666667	400116.666666667	388043.333333333	365826.666666667	490793.333333333	441123.333333333	475880	330510	387520	389263.333333333	354036.666666667	224600	237716.666666667	246420	457283.333333333	372253.333333333	428726.666666667	317740
"F8WAJ0"	200108.666666667	161143.666666667	181341	150514.666666667	127997.666666667	143988	126810.333333333	114501.333333333	137440	105965.333333333	239222	242573.333333333	232267.333333333	250958.666666667	270016.666666667	276029.666666667	205780	159302.333333333	192071.333333333	181107
"O95159"	332200	250486.666666667	298123.333333333	106740.333333333	84812.3333333333	96835	184243.333333333	191766.666666667	201743.333333333	152986.666666667	120939.666666667	127266.666666667	107730.333333333	259026.666666667	267060	252323.333333333	208503.333333333	166778	184173.333333333	150090.333333333
"Q6P2E9"	980946.666666667	914083.333333333	871093.333333333	431446.666666667	300033.333333333	337060	717553.333333333	617920	679536.666666667	435693.333333333	415273.333333333	417250	450286.666666667	880283.333333333	888550	929950	757470	633910	680703.333333333	465853.333333333
"Q9UNF1"	821843.333333333	728990	711183.333333333	340693.333333333	252210	291713.333333333	242193.333333333	242046.666666667	261290	282066.666666667	347183.333333333	362363.333333333	336720	857970	819163.333333333	865430	332360	292710	313760	365953.333333333
"A6NDG6"	1034946.66666667	809363.333333333	787113.333333333	395300	346286.666666667	364396.666666667	425326.666666667	363910	423816.666666667	378873.333333333	413936.666666667	406260	391080	656653.333333333	658666.666666667	679310	414613.333333333	313566.666666667	376216.666666667	362103.333333333
"E9PQY2"	636648.666666667	530037.333333333	570727	204069.333333333	173689.666666667	200243.666666667	283838.666666667	244020.333333333	272144.333333333	253226.666666667	307274.333333333	256679	257682	686713.333333333	646893.333333333	611413.333333333	345344.333333333	282913	383486.333333333	331564
"A0A140TA09"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P55263"	1097466.66666667	896400	945626.666666667	374516.666666667	330936.666666667	383030	394610	356653.333333333	426296.666666667	404563.333333333	485623.333333333	508130	523293.333333333	1129306.66666667	1121100	1093803.33333333	442213.333333333	378156.666666667	423423.333333333	466090
"P40855"	336243.333333333	322953.333333333	281190	421383.333333333	350993.333333333	359216.666666667	428843.333333333	394840	447220	268656.666666667	462293.333333333	476973.333333333	434806.666666667	321266.666666667	357450	337420	504100	444380	464226.666666667	315813.333333333
"O95551"	211553.333333333	183850	173793.333333333	133633.333333333	118982	130213.333333333	198273.333333333	167763.333333333	197053.333333333	156506.666666667	186750	189923.333333333	160253.333333333	189690	190300	192700	246480	206963.333333333	223736.666666667	195780
"P30260"	312230	291186.666666667	277803.333333333	225866.666666667	184210	196616.666666667	198610	184103.333333333	205086.666666667	191610	311873.333333333	311146.666666667	298800	311173.333333333	288130	313770	244963.333333333	198956.666666667	231896.666666667	231243.333333333
"Q9NP50"	6630.6	7426.7	6594.9	3568.4	3349.7	4823.8	3890	4152.5	4212	2699.8	2122.5	2833.2	2212.5	3200.9	5940.6	3272.1	3912.1	4022.6	3899.6	2245.8
"Q53H96"	645623.333333333	586890	547676.666666667	292491.666666667	230050.333333333	265967.333333333	184152	161798	179887.666666667	367570	327266	332785	249510.666666667	601743.333333333	584643.333333333	599413.333333333	197949.666666667	156177.333333333	185452.666666667	428526.666666667
"G3V150"	171130	127476	145154.666666667	70418	66389	73484	40714.3333333333	50255.3333333333	48469.6666666667	58749.6666666667	105567	101510.333333333	77789.6666666667	180333.333333333	159216.666666667	180573.333333333	60952.3333333333	51682.6666666667	57770.3333333333	81228
"Q13523"	482570	387816.666666667	389953.333333333	342670	307610	321100	347443.333333333	321326.666666667	323533.333333333	269246.666666667	426366.666666667	433033.333333333	355636.666666667	457716.666666667	449393.333333333	472940	438886.666666667	351553.333333333	433320	355320
"P02786"	3144600	2786933.33333333	2589933.33333333	644493.333333333	594640	599936.666666667	1291733.33333333	1148233.33333333	1241300	1208500	855943.333333333	895073.333333333	906430	2810900	2721600	2875066.66666667	1962600	1377366.66666667	1597033.33333333	1387033.33333333
"P07954"	2039000	1740366.66666667	1755700	4438533.33333333	3554100	3909200	2181733.33333333	2002066.66666667	2355666.66666667	2268433.33333333	5325500	5348866.66666667	5293333.33333333	1808533.33333333	1829366.66666667	1871766.66666667	2957033.33333333	2290533.33333333	2735533.33333333	2552566.66666667
"Q9Y490"	953296.666666667	877766.666666667	862983.333333333	3990700	3309833.33333333	3546033.33333333	1093466.66666667	1052226.66666667	1223850	1942266.66666667	4430600	4584600	4906966.66666667	771920	826606.666666667	804620	1460400	1185006.66666667	1273676.66666667	2110766.66666667
"O94826"	895030	708506.666666667	763236.666666667	641306.666666667	580910	600790	803500	735516.666666667	811270	623430	793933.333333333	826046.666666667	1102316.66666667	903306.666666667	955670	978523.333333333	1007806.66666667	793756.666666667	901876.666666667	797843.333333333
"Q9H9Y2"	24387	17946.5	15897.2	36265	28695.5	29789.5	14791.55	14185.5	16271.55	20073.5	59295.5	56568	47192	26141	29384	27419	34272.5	26138	35279.5	34656.5
"Q9P0V3"	109948.333333333	102071.333333333	102074.666666667	635226.666666667	550720	583173.333333333	230700	197936.666666667	240090	256020	957496.666666667	968206.666666667	762460	120963.333333333	129233.333333333	129793.333333333	391546.666666667	324506.666666667	339206.666666667	360626.666666667
"Q96S52"	325820	255250	303016.666666667	174460	162747.666666667	156507	191796.666666667	191480	205330	182603.333333333	348090	351716.666666667	193010	518486.666666667	475233.333333333	552433.333333333	409096.666666667	336136.666666667	368613.333333333	368856.666666667
"Q8N4T8"	115426	99856.6666666667	102998	77497	69786	71157.3333333333	80866.1	69125.3	85177.3333333333	80755.3333333333	75201.3333333333	80513.6666666667	70816.6666666667	90413.6666666667	93910.3333333333	98944.6666666667	84464	68626.6666666667	74709.6666666667	78376.3333333333
"P23381"	2097666.66666667	1746833.33333333	1829933.33333333	691926.666666667	582260	654683.333333333	1060833.33333333	1036390	1134650	1403566.66666667	1002460	1003606.66666667	1047250	1901700	1966700	1889033.33333333	1469233.33333333	1305800	1379966.66666667	1828300
"P35221"	1209966.66666667	1039696.66666667	998220	907943.333333333	779523.333333333	845956.666666667	2576700	2178233.33333333	2367466.66666667	1001306.66666667	1039946.66666667	1078690	957470	1068150	1106103.33333333	1090720	2923100	2394966.66666667	2467633.33333333	1128670
"Q96C19"	829163.333333333	716863.333333333	648670	1356290	1163750	1233736.66666667	288766.666666667	289086.666666667	313330	952890	1328500	1319800	1036393.33333333	543670	544376.666666667	571366.666666667	363290	322086.666666667	411610	946500
"Q9UL25"	1259426.66666667	953770	1082296.66666667	294443.333333333	257316.666666667	312780	337330	354656.666666667	395836.666666667	404156.666666667	305776.666666667	298283.333333333	199686.666666667	778780	814766.666666667	812730	321610	241020	282420	332486.666666667
"Q9GZT9"	294693.333333333	259266.666666667	276766.666666667	346493.333333333	272430	315643.333333333	280723.333333333	280476.666666667	303100	230753.333333333	254896.333333333	274906.666666667	255298.333333333	142135.333333333	136090.666666667	149716	211125	167741.333333333	194494.333333333	163461.333333333
"Q9Y3B7"	362886.666666667	355420	364323.333333333	888616.666666667	814673.333333333	851576.666666667	623620	573603.333333333	626043.333333333	600273.333333333	840383.333333333	914263.333333333	692933.333333333	471543.333333333	432326.666666667	474246.666666667	665620	533050	584883.333333333	624743.333333333
"Q96T51"	573470	485290	451926.666666667	443350	377556.666666667	422523.333333333	214573.333333333	182486.666666667	223773.333333333	402286.666666667	488173.333333333	525323.333333333	488663.333333333	476783.333333333	527320	550910	247023.333333333	205276.666666667	239790	446406.666666667
"Q5VSL9"	448033.333333333	380430	359746.666666667	147140	130320.333333333	133716.666666667	303576.666666667	242810	289823.333333333	202900	221373.333333333	210900	217352	295003.333333333	303436.666666667	323986.666666667	291206.666666667	227393.333333333	265843.333333333	196316.666666667
"K7ELQ4"	39318	35762	32280	52108	45203	52257	11802	9444.7	11940	25809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"O14497"	337753.333333333	282316.666666667	270560	178080	159036.666666667	157333.333333333	251470	235523.333333333	257376.666666667	173920	230616.666666667	232653.333333333	202146.666666667	291270	308853.333333333	318470	298443.333333333	237460	269080	203000
"A0A3F2YNW7"	59930	54321.9	51605.3333333333	66586.6666666667	60838.6666666667	63353	62688.3333333333	58151.6666666667	63575	40852.9666666667	116602	117243	94657.5	72569	84630	87278.35	108867	92321.5	97260.5	65049
"Q9BQS8"	167533.333333333	149280	140686.666666667	113443.333333333	103021.666666667	107562.666666667	168123.333333333	155493.333333333	175180	115260.333333333	119953.333333333	116042	114455.666666667	151080	148216.666666667	159263.333333333	182163.333333333	148603.333333333	173170	118974.333333333
"Q8TC07"	210983.333333333	174143.333333333	162236.666666667	179706.666666667	202696.666666667	192970	246976.666666667	190010	211210	183883.333333333	191156.666666667	188913.333333333	203453.333333333	129166.666666667	142676.666666667	150373.333333333	122320	96242	118243.333333333	136056.666666667
"A0A075B730"	4530966.66666667	3683233.33333333	3629533.33333333	486126.666666667	405076.666666667	438306.666666667	428863.333333333	481076.666666667	507860	753876.666666667	461400	528603.333333333	405073.333333333	3254000	2997166.66666667	3181200	429740	401173.333333333	438726.666666667	620673.333333333
"P51970"	179626.666666667	143436.333333333	160580	274670	275863.333333333	284820	167413.333333333	204060	185106.666666667	207015.666666667	251620	294160	189900	149943.333333333	123990	138264.666666667	165308.666666667	156359.666666667	131655	190188
"Q9BR61"	108635.333333333	93157.3333333333	95143.6666666667	137290	106585.333333333	132712.333333333	55707	49700.6666666667	59967.6666666667	91718.6666666667	176306.666666667	188406.666666667	204040	113596.333333333	106717.333333333	111427.666666667	76753.6666666667	66813.6666666667	77043.6666666667	106814
"Q96NB2"	233906.666666667	191121	197716.666666667	29035.3333333333	22424.1333333333	35778	32185.4	32131.3333333333	34810.3333333333	49579.3333333333	27424.9	32350.9666666667	19999.3333333333	150815	154801	167382	23570.4333333333	17900.8	23950.7	43075.6
"Q9NVU7"	612803.333333333	521443.333333333	518593.333333333	359786.666666667	294530	333010	472416.666666667	428776.666666667	461776.666666667	324596.666666667	314126.666666667	323150	305003.333333333	522263.333333333	493390	561033.333333333	425520	352403.333333333	402693.333333333	264906.666666667
"Q8TAE8"	254023.333333333	201510	241233.333333333	325466.666666667	303250	314873.333333333	242810	214826.666666667	211863.333333333	220670	348663.333333333	353346.666666667	258753.333333333	216610	208036.666666667	239006.666666667	251003.333333333	210146.666666667	232200	224276.666666667
"H7BXY3"	445330	364713.333333333	368030	343656.666666667	333620	332156.666666667	270530	225750	237856.666666667	301856.666666667	610753.333333333	605446.666666667	605850	523846.666666667	485340	531170	469756.666666667	334513.333333333	411183.333333333	526340
"O15269"	773653.333333333	673726.666666667	665276.666666667	446260	335603.333333333	364486.666666667	518630	442656.666666667	486240	420476.666666667	443493.333333333	453163.333333333	380213.333333333	601150	576433.333333333	614526.666666667	579080	444663.333333333	526046.666666667	419943.333333333
"Q14008"	944850	832063.333333333	820593.333333333	816453.333333333	669560	768873.333333333	916993.333333333	766490	897226.666666667	691503.333333333	946740	950750	918473.333333333	739166.666666667	744936.666666667	766933.333333333	1056003.33333333	827300	929486.666666667	746503.333333333
"Q8N0Z6"	129406.333333333	111972.333333333	112758.666666667	64269.3333333333	48676	54156.6666666667	71447	60994.6666666667	70071.3333333333	57006.3333333333	61280.6666666667	70297.6666666667	62451.3333333333	85565.3333333333	86808	90873.6666666667	86085	71252.3333333333	86573.6666666667	59669.3333333333
"P31948"	3877400	2974400	3423066.66666667	1994733.33333333	1641000	1955700	3046366.66666667	3006033.33333333	3321100	2171633.33333333	2074500	2141533.33333333	2122533.33333333	3542166.66666667	2778766.66666667	3180566.66666667	3484100	2826433.33333333	3279966.66666667	2379033.33333333
"Q13423"	1087963.33333333	806746.666666667	813916.666666667	1338466.66666667	1243936.66666667	1248540	89117.3333333333	87270.6666666667	102830	829070	1630533.33333333	1651333.33333333	1184833.33333333	858313.333333333	840390	942640	67638.3333333333	79164	67516	979833.333333333
"Q96EV2"	167482.666666667	136530.666666667	131530.333333333	89505.3333333333	81265	92620	91432.3333333333	80321	95294.3333333333	90301.6666666667	104560.333333333	97171.3333333333	72367.6666666667	148859	148076	152062	104079.333333333	90805.3333333333	98604	103369.333333333
"Q92575"	548676.666666667	388873.333333333	439386.666666667	317160	294416.666666667	295036.666666667	373743.333333333	338506.666666667	371530	283720	361143.333333333	380506.666666667	348743.333333333	477333.333333333	464396.666666667	508913.333333333	511566.666666667	397640	429296.666666667	349346.666666667
