"id"	"Reporter.intensity.corrected.1.TMT3"	"Reporter.intensity.corrected.2.TMT3"	"Reporter.intensity.corrected.3.TMT3"	"Reporter.intensity.corrected.4.TMT3"	"Reporter.intensity.corrected.5.TMT3"	"Reporter.intensity.corrected.6.TMT3"	"Reporter.intensity.corrected.7.TMT3"	"Reporter.intensity.corrected.8.TMT3"	"Reporter.intensity.corrected.9.TMT3"	"Reporter.intensity.corrected.10.TMT3"	"Reporter.intensity.corrected.1.TMT4"	"Reporter.intensity.corrected.2.TMT4"	"Reporter.intensity.corrected.3.TMT4"	"Reporter.intensity.corrected.4.TMT4"	"Reporter.intensity.corrected.5.TMT4"	"Reporter.intensity.corrected.6.TMT4"	"Reporter.intensity.corrected.7.TMT4"	"Reporter.intensity.corrected.8.TMT4"	"Reporter.intensity.corrected.9.TMT4"	"Reporter.intensity.corrected.10.TMT4"
"Q16394"	6185.63333333333	4930.23333333333	6360.65	10405.8	9004.96666666667	8831.36666666667	33484.5666666667	28873.2	29996.3	12210.5333333333	2455.35	2063.81	2123.435	1420.47	570.36	1849.1	11187.35	7968.15	7440.45	3814.4
"Q96QB1"	2880.6	1587.7	2287.85	11945.7	8872.93333333333	10833.2	2001.8	735.255	2487.5	5558.5	3251.5	3319.6	2063.8	NA	NA	NA	NA	NA	NA	1030.1
"E9PN17"	1889793.33333333	1565740	1571520	1377986.66666667	1326016.66666667	1325176.66666667	807040	736183.333333333	823180	846283.333333333	1551110	1617513.33333333	1387366.66666667	1543850	1481276.66666667	1632380	894086.666666667	717860	805756.666666667	899980
"Q5TCU3"	8407.7	10261.6	9336.1	1099440	999105	940050	9516	5222.8	6101.4	313680	910440	882116.666666667	704583.333333333	10463.0333333333	9626	9942.1	7499.86666666667	3918.5	7232.95	216414.666666667
"H0Y2S2"	123356.55	77851.5	72504.25	26752.05	51246.35	43357.4	49101.45	108150	66864.25	75082.6	64138.1	85083	38149.2	46084.7	96686.35	74494.35	74229	45977.4	46930.4	77931.45
"P51157"	35360	28367	29870	27801	26778	29395	35036	24685	33520	26172	20949	22616	19930	17758	18430	21623	26567	22929	22231	19351
"Q5MNZ6"	42589.3666666667	39959.4666666667	41009.24	30027.1	34247.5	27246.3333333333	32776.7333333333	36630.3666666667	35958.1666666667	27604.9666666667	92669.7333333333	98602.8	56000.7333333333	106185	105749.666666667	112292.666666667	102660.666666667	82178.3333333333	104125.666666667	83196.0666666667
"Q9UQ88"	46668	39936	43511	31632	22819	26373	16154	14704	14879	17116	37040	36243	41469	50353	38713	43430	21015	18111	18505	20608
"H3BP28"	214060	158630	182980	100720	109870	108650	128640	114350	120830	83516	68186.05	63213.6	41708.1	91011	76268.45	80509.5	76322.35	53277.45	63812.1	42417.1
"Q7Z5G4"	103862	104921	93718.3333333333	110445	77399	101746.666666667	183513.333333333	160070	181130	111518.666666667	113228.333333333	122739.666666667	110022.666666667	105180	93589	109220.333333333	218926.666666667	185836.666666667	188946.666666667	116310.666666667
"Q969R5"	20099.6	14193.15	14472.5	7701.83	13937	7938.3	12903.15	12109.35	13323.55	12091.55	18002.45	16914.35	13960.3	36993.5	38447.5	41448.5	27351	21445.6	26207.25	25045.45
"Q9H7R5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q8N8R7"	42735.3333333333	41437.6666666667	37391.6666666667	14521	14219.6333333333	14736.5666666667	23119.5666666667	20376.8333333333	22973.8333333333	17116.5	22504.6666666667	23864	22496.3333333333	47208	52881.3333333333	61640.6666666667	32374.3333333333	29244.3333333333	32859	25560
"O00757"	5802800	4933500	5178600	14962	8872.5	14123	24275	19687	23155	724190	12053	59265	52992	6938900	4963800	5912900	7455.2	17085	8678.3	794450
"Q9UM13"	261540	204435	208385	174430	148215	150535	128600	116915	135145	125250	253205	251015	257060	226875	216985	223035	160315	142875	165670	180940
"Q6IQ49"	64098.6666666667	55215.3333333333	57499.6666666667	73286	63357.3333333333	69009.3333333333	57108	65613.6666666667	67873	59688	82415	85837.5	57139.5	52653.5	53164	48464.5	69391	55714	59564	50759.5
"P13051"	92790	58219	71796	35870.8666666667	34319.5666666667	37846.3666666667	39243.2666666667	34961.1666666667	37034.7666666667	51717.6666666667	37464.45	38905.6	22204	49920.5	50278	53165	42149.9	29043.3	35536.4	41729.45
"Q8N567"	88975	70630	68604	116570	94106	110100	65088	65300	63111	75696	15714.3	16736.25	14671.9	10550.1	8444.05	11170.05	11257.6	9181.2	10168.9	9254.2
"Q9HC07"	145310	137878.666666667	124552	198520.666666667	189054.666666667	185871.666666667	300246.666666667	293190	306496.666666667	175539	338233.333333333	345583.333333333	223599.666666667	226863.666666667	224376.333333333	248197.333333333	630216.666666667	512400	544016.666666667	284553.333333333
"Q6Y288"	36610	28254	25892	48134	40343	29215.44	38665	26375	33139	34533	54310	49159	40351	29708	29015	26120	23179	22707	25337	23172
"F5H0Q6"	48561.3666666667	42058.0666666667	37699.4666666667	18213.5333333333	19535.2	16925.9	29485.7666666667	25114.9666666667	42424	23550.5666666667	32627.6666666667	28759.6666666667	28576.5666666667	43134.3333333333	42723.6666666667	48809.6666666667	45445.3333333333	40439	44622	32174
"Q9NZ72"	44771	33135.6666666667	38204.3333333333	10376.8333333333	9289.16666666667	11542.1666666667	19077.4666666667	15638.8333333333	17190.3666666667	14485.4666666667	1806.6	1212.2	1389.3	11377	8215.2	12916	4891.5	1379.3	3055.5	2673.6
"Q969F1"	48441	39893	42868	19856	14311	13819	19054	13858	17700	16574	25836	23610	21461	45491	52203	43350	23244	23323	23101	21094
"Q9BSU1"	41233	34891	43511.3333333333	13190	11302.2666666667	12857.3333333333	10120.5666666667	10781.1	13251.7666666667	12807.0666666667	28925.5666666667	28652.1666666667	39099.2333333333	48990.2	62993.4666666667	52565.6666666667	26700.3333333333	18195.9666666667	18929.8666666667	22289.6
"O95405"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7568.3	6834.6	8607.6	4798.7	5995.6	8528.7	6683.6	6090.2	4850.9	4422.1
"E9PNJ9"	9219.65	8012.55	8501.2	5277.1	4810.4	5776.95	13487.5	13066	13915	9100.45	6397.7	6502.3	7215.45	8195.2	7629.8	7427.85	11396.25	10896.9	11184.2	9108.3
"Q96F45"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4144.9	2800.2	3931.9	2635.5	4430.1	3326.2	3299.7	3299.8	2813.1	3565.9
"D6RDG3"	364392	294987	237107.5	306712	248717.5	257213	234613	207448	210756	208698	190417	232514.5	306181	141079.65	143909.8	158321.5	132446.5	123728.35	147414.5	139447.5
"Q92618"	22659	17802.9	18944	5529.65	6343.1	6479	1006.8	653.57	1460.8	4423.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q03169"	NA	1176.6	813.83	1300	1218.2	1339.8	NA	NA	NA	2283.3	3191.1	2418.35	2631.9	945.79	2686.7	2032.4	1301.2	2999.2	2260.2	5443.4
"Q12982"	10790	7944.4	5839.4	15556	9572.1	16269	6540	3311.2	5776	6497	12399.5	11568.65	3801.95	6358.7	6740.65	7238.75	4810.8	4837.15	4985.65	5345.6
"Q58FF6"	518370	547040	529740	226490	181190	224430	183480	235920	265020	212030	627960	546965	270379.5	1248150	1021485	1093150	1124400	739295	831505	674045
"Q13530"	36350.5	29172.5	33614	43182	39529.5	47672	30223.5	29782	29084	39543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"O15347"	3447700	2337323.33333333	2757093.33333333	1400733.33333333	1427493.33333333	1443736.66666667	5492800	4872433.33333333	4678800	2009703.33333333	2005503.33333333	1969850	1763113.33333333	3542800	3211233.33333333	3666233.33333333	6722500	5487066.66666667	5408533.33333333	2813033.33333333
"O15391"	162350	144110	136290	88543	78660	74597	67442	56799	66845	71312	41114	48881	39256	59322	61673	66786	34213	24981	32385	38151
"Q5T5I6"	547811	444292.666666667	463289.333333333	333620.333333333	308153.333333333	333965	375380.333333333	356462.333333333	378562.333333333	250141.666666667	219891	220610	178176	269920	254050.666666667	261866.666666667	236964	186272	224579	137896.333333333
"P68543"	140540	96896	93525	663810	533340	530140	87833	99391	105420	277810	379345	281054	57774	171430.5	176947.5	180891	250824	148837.5	187817.5	239505.5
"U3KQU8"	75983.6666666667	64858	59407.6666666667	27504	24728	30033	24995	22456	25466	28299	45513	47395.6666666667	39809	88430.3333333333	93801.6666666667	94194.3333333333	42637.3333333333	34484	38318.3333333333	42618.6666666667
"Q9NXR7"	71121.6666666667	56649.3333333333	61571.6666666667	37801.3333333333	35204	42414.3333333333	34136.6666666667	33346.6666666667	42599	32153.3333333333	63083.3333333333	65166.3333333333	57142.6666666667	80360.6666666667	80075.3333333333	93309	60668	51878.6666666667	57544	53793.6666666667
"Q9C002"	15734	10515	15664	3108.9	2623.8	1797.9	574880	515420	586940	160690	99318	84157	50070	101180	45623.425	105620	771515	699865.15	677188.05	247873.15
"Q8N4Q1"	140724.666666667	136492.333333333	141104	105091.333333333	105896	106917.333333333	126281	104958	137453	100571	150819.333333333	140955	55957.6666666667	179808.333333333	180927	208849.333333333	174018	151239.666666667	156874	133718.333333333
"P56181"	19483	16653.5	19157	30503	24745	26259.5	16074	14209.5	14032	19660.5	32604	31822	27133.5	29181.75	25553.95	28177.55	20278	18564.5	16862.5	20985
"P27816"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"B1ALM5"	113082	96588	100575.5	96491	77124	86731.5	63028.4	52502.25	66443.45	75586.5	76948.2	81699.3666666667	80999.1333333333	83266	78774.2	87137.6666666667	64716.8333333333	55084.4	49564.9	66570.8666666667
"O43167"	1560.6	1224.7	1919.1	1119.4	943.78	NA	1209.5	1679.3	2473.9	1510.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"B4E321"	178930	157070	150400	38066	39408	43738	36228	31249	39304	54313	31386	31909	29171	91410	98863	98093	33492	19732	28474	37764
"A0A0C4DFM7"	4519.5	2845.2	2167.6	5784.36666666667	4354.6	5835.4	4138.1	3913.95	5786.05	3430.9	8090.75	8374.95	7571.05	3221.05	2602.6	3733.4	5691.4	4037.9	4737.3	5979.15
"E7ESK6"	5304.1	2068.7	3462.5	7563.7	5533.3	3657.9	NA	NA	NA	5507.4	18292	21400	24186	13171	11163	12246	NA	NA	NA	16942
"Q16644"	102295.666666667	91122.6666666667	94630	106461.666666667	71986.0666666667	90567	133866	126247.666666667	141230.333333333	103254	131961.666666667	130810.666666667	137024.333333333	119346.333333333	98660.3333333333	106863	194759	153580.333333333	172507.666666667	140850.333333333
"P40692"	215790	195436.666666667	183661.666666667	120115	102962.666666667	107273	100244.333333333	91118.6666666667	95080	101131.333333333	73922	79511.6666666667	59321.3333333333	93251	93195.3333333333	104566.666666667	57226.3333333333	56713.3333333333	60002.6666666667	59946
"Q9Y2D0"	137800	120740	114520	21675	13465	13217	6453.2	NA	NA	22729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9BT92"	7566.9	3422.7	2323.44	6612.35	1773.25	2317.4	400869.135	639120	373159.2	75763.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"E7EQ61"	340935	291710	290117.333333333	209598.666666667	166358	195547.333333333	214404	188870.333333333	196658.333333333	164421.333333333	275710	273166.666666667	201295	337590	312883.333333333	342556.666666667	260395	204712	236307.666666667	211516
"A0A0A0MR88"	3660.3	1573.8	1251.7	2491.6	3281.3	4662.2	2240.1	2840.5	1689	2407.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P62888"	2214876.66666667	1639990	2039540	2348893.33333333	1868376.66666667	2331756.66666667	2050926.66666667	2077170	2131876.66666667	1715573.33333333	2824190	2705226.66666667	2850166.66666667	2177786.66666667	1826223.33333333	2087683.33333333	2850086.66666667	2373206.66666667	2796676.66666667	1958140
"H0Y704"	75227	50700.5	47813.5	28543.5	26419.5	22116.5	25228	23349	21433.5	28341	38322.5	36812	34891.5	34475.5	48795.5	39501.5	28060	21180	27213	33044.5
"Q96A29"	289528	232738.5	238724	94154.05	85987.8	83567	138981	139926.5	147096	87163.8	89386	88454.5	80551.9	178439.5	200730	192331	131332.5	104057	122857.5	102368
"Q92643"	238696.666666667	209376.666666667	217190	133103.333333333	123426.666666667	118022.333333333	135833.333333333	125950	134830	125500	115476	123404.666666667	116727	176119.333333333	181895.333333333	176163.666666667	124385.666666667	101235.666666667	115748	112566.666666667
"F5H7F6"	2004300	1533200	1708200	3027600	3000800	3524750	976280	1252425	1447930	1768500	4559150	4096950	4731750	1325115	1514860	1271085	1571190	1036800	1081490	1627850
"Q5TIH2"	189662.5	165633.5	160005.5	127735.5	108333	123809.5	119871	106676.5	115953	108482	268510	263220	225540	253820	265040	283720	239820	190810	215650	198660
"H3BPB8"	182896.333333333	152691.333333333	140411.9	39177.2	33235.4333333333	40172.2	43473.6666666667	41823.6	46300.0333333333	57824.0666666667	43770.3333333333	44120.6666666667	31241.3333333333	156999.666666667	150782	159421	49640	43449.3333333333	50549.6666666667	64815.6666666667
"E7ERA6"	41677	34513	34238	4088.6	3833	2573.1	21737	21199	20932	14678	8995.3	16583.3	11808.5366666667	32032.6666666667	31696	34639.6666666667	30814	25584.3333333333	24943	14099.3666666667
"Q17RN3"	7866.7	4315.3	4094.4	5972	4993.6	5408.4	1364.1	1000.8	NA	5498.6	14151	9490.3	10343	7444	7095.2	7818.9	1458.1	734.82	3898.6	8879
"Q8NB15"	14169	12104	14272	8941.9	8051	9366.9	5314.8	5926.3	6529.2	8539.7	5653.4	3277.1	2339	7426.6	7678.2	7855.7	4277.2	3520.9	4105.2	5614.3
"Q9Y221"	124470	98123	96894	102868	100015.5	107700	109319	139215	123245	91730	356873.333333333	361456.666666667	224703.333333333	311226.666666667	289163.333333333	301226.666666667	498166.666666667	415556.666666667	458060	310753.333333333
"O75191"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8413.1	10373	10095	8739.5	6566.8	10432	5934.8	5365.1	6643.8	5857.1
"Q9NYQ6"	18111.3	14812.3	13725.65	4384.7	4454.135	5262.6	8284.65	7982	8834.45	4341	4626.16666666667	4743.03333333333	3253.26666666667	9672.13333333333	11390.1333333333	11165.5666666667	7963.5	6778.2	8211.96666666667	4034.26666666667
"Q9HD23"	40294.3333333333	34540	37024.6666666667	19180.3333333333	17440.3333333333	17729	19057.3333333333	17041.6666666667	20400.3333333333	23631.3333333333	44872	44151.3333333333	43513.6666666667	60239.3333333333	59439.6666666667	62844.3333333333	45308	35417	40209.6666666667	46151
"A0A0B4J2F2"	1990.5	2559.7	1231.3	6581.2	6438.5	7100.2	879.32	1708.8	1203.7	2148.5	16246	16760	16455	4892.6	5092.1	5276.6	7395.3	7650.1	7553.5	6517.3
"Q53GT1"	15415.5	15183	14166.5	19064	11736.8	17251	7475.95	6787.25	8052	6659.9	56223	62868	47429.5	43473	35454.5	35698	24847.5	20017	20143	28212.5
"O95183"	98903	76570	90491	96603	71813	85984	76492	105540	88779	89125	36982.3	27706.7	34901.6	57220	66712.5	64526.5	46479.5	39008.5	42072.5	29557
"Q8NCL4"	85503	68490.3333333333	72995	28454.9666666667	25311.2	26379.0666666667	32478.3333333333	31018.2333333333	33958.5	24965.4	50418.3333333333	49977.3333333333	42437.3333333333	85930.6666666667	89453.6666666667	91226	50339.3333333333	40799.3333333333	44560.6666666667	34195.6666666667
"A0A087WXP3"	64483	54635.5	54451.5	427743	351146	400642	244710	223850	249530	265552	919903	951875	846007.5	74409.5	81551.5	71582	550255	401855	442505	555902
"Q9BUL9"	171790	142280	147200	8096.8	7886.8	8310.7	61832	53176	57993	50009	11161	8884	7474.3	145460	142360	157000	60940	51924	64120	52963
"Q99583"	15419	10678	10395	9394.1	10039	9978.4	6253.3	8689.6	11321	8495.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"B7Z6B6"	74577	62968	67819	64906	48929	55317	150650	152140	156550	71817	97714	106602	77362.5	178140.5	175987	197369	211385	171994	175548.5	107891
"O96006"	5533.23333333333	4253.7	3682.9	5965.46666666667	6067.86666666667	6705.83333333333	4639.36666666667	5684.6	4806.53333333333	3691.8	4273	3392.6	3522.3	2787.9	2256.6	2843.2	4581.5	2664.5	3586.3	3632.5
"Q9HD15"	617666.666666667	490073.333333333	527293.333333333	475883.333333333	388796.666666667	460040	284066.666666667	278156.666666667	315303.333333333	386173.333333333	699940	682746.666666667	462156.666666667	684183.333333333	628313.333333333	695596.666666667	488686.666666667	363916.666666667	439346.666666667	549853.333333333
"P60763"	42737	43444	41565	30279	20516	29904	19038	15603	19127	20525	23936	28111	34149	35574	33278	32490	14373	19442	17646	11542
"Q92558"	21544.5	19098	21346	32267.5	31085.5	31947	16856.5	13940.1	15806.5	16864.5	33996.6666666667	33369.6666666667	31273.3333333333	17812.3333333333	20212.3	21063.6666666667	16507.3333333333	12184.0333333333	15535.1	18310.6666666667
"Q53FT3"	318385	280135	276635	245485	204275	243685	163710	161670	173805	170370	100619.5	88990	71763.7	81418.5	68549	81207.5	71730.5	55771.35	67291	67362.5
"Q99417"	485710	313720	501303.333333333	334200	319200	411553.333333333	373290	502203.333333333	587776.666666667	384786.666666667	370870	290833.333333333	349723.333333333	411070	289196.666666667	372860	525496.666666667	391646.666666667	496726.666666667	354113.333333333
"Q8NBM8"	210136.333333333	168329.333333333	166746.333333333	57277.5	53220	57708.3333333333	43670	65199.5	48117.0666666667	64079.6666666667	65311.6666666667	65074.3333333333	52246	174659.666666667	160416	181764	52158.3333333333	41829	48830	75665.3333333333
"P13611"	133983.55	130513.2	103793.5	115265.9	78911.8	86854.75	151788.2	105748.35	166173.7	96650.85	463490	401060	148900	250440	345130	320610	535250	423170	374230	276160
"G3V207"	5053	5975.5	3053.1	829.85	1163.4	1437.5	6789.8	5165.6	6157	3615.5	1319.75	1020.8	1139.31	5244.2	5008.7	4787.25	8269.95	6565.55	6340.6	4509.2
"Q96ES6"	1431.9	1295.8	1292.2	1239.9	NA	1560.6	NA	NA	NA	NA	11974.05	12767.3	9182.3	9655.55	8619.4	10986.05	6823.5	4371.13	6668.1	6315.35
"F8VRP2"	63226	51267	67324	36249	28444	40667	104200	123110	139020	59685	59337	73963	87302	73121	98660	83460	235660	128200	154020	76278
"A0A1C7CYZ1"	576480	469160	483780	215840	181730	220910	367190	486600	448140	231140	331010	306980	425070	443130	624950	483220	704950	375210	428430	344190
"Q08AG7"	56391	51985	55121	135560	129720	135030	62405	74617	78019	95022	200880	193410	236340	40099	46150	37543	118620	70964	83989	121780
"A0A1W2PPC6"	254510	209035	225365	60127	45950.5	60933.5	61072	67059.5	71867	66398	88116	78405.5	86416.5	215860	217450	204005	77672.5	63521	71219.5	84224.5
"H0YEV5"	9597	5891.1	6051.9	5672.6	3922.3	5638.6	5348	5689.7	5234.4	5697.2	12964	12963	10208	13354	12530	12071	11306	8034.1	10047	9331.5
"P55199"	21382.3333333333	18619.0666666667	18737.5333333333	12174.7666666667	9785.03333333333	11771.6	16839.7	15548.3	15822.0333333333	11505.2333333333	18940.3333333333	16599.3333333333	14971.3333333333	30650	29407.3333333333	35715.3333333333	35183	26472.6666666667	27015.3333333333	22221.3666666667
"F5H7V9"	NA	NA	NA	NA	NA	NA	1333.5	NA	905.58	NA	4733	4989.6	3243.5	556.54	663	1890.3	17653	12130	14305	3456.9
"F5H5N1"	242873.333333333	206886.666666667	194359.333333333	328763.333333333	268456.666666667	294123.333333333	173388	156684.666666667	189416	175119	314856.666666667	330756.666666667	295093.333333333	199498.333333333	198123.666666667	219178.333333333	198746.333333333	169083.666666667	173123	214424.666666667
"P28562"	35834	31757	25888	43966	43552	33120	15262	17005	13066	23686	66188.5	63957	47762.5	19707.1	18092.05	18547.35	16562.45	15765.1	13107.25	21036.5
"A0A087WVI8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24708	21977	22198	7306	9770.1	6597.5	31003	26473	30043	16577
"Q9H4L4"	261733.333333333	237736.666666667	235026.666666667	175516.666666667	154413.333333333	158259	150934.333333333	139848	145590	146357.666666667	105502.666666667	101445.333333333	71084	123791.333333333	120206	140507	96273.3333333333	78821.3333333333	84650.6666666667	91618.3333333333
"P17050"	36091.5666666667	30661.8666666667	31298	34262.3333333333	28415.7333333333	30249.3333333333	18438.0666666667	16172.9666666667	20591.3333333333	28896.5	36328	32303.6666666667	33175	26214.6666666667	27646.6666666667	28664.6666666667	20265	17106.6666666667	21495.3333333333	21214
"Q9UPR3"	83738.5	65782.5	65301	45254	42137.5	50251.5	75443.5	60967	65618	48586.5	58118.6666666667	59750.3333333333	49992	86922	81295.6666666667	85605.3333333333	82325.6666666667	62682	75822.3333333333	60046.6666666667
"H7C585"	287030	201190	183826.666666667	153595	205762	181295.333333333	249650	191557.333333333	218365.333333333	197587	181973.333333333	209343.333333333	175926.666666667	181673.333333333	155299.666666667	169723.333333333	117600	107343	117570	124130
"Q709F0"	67775.6666666667	56005	54331	42216.6	42433.6666666667	42964	5186.36666666667	4504.76666666667	5618.93333333333	25328.5333333333	58344.5	56746.05	34327.65	58792.45	66787.4	68271.95	7399.05	5989.4	7636.4	30708.25
"Q86SE9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1196.4	1484.6	1936.8	2059.2	1811.9	2355.7	1462.1	713.36	2216.4	1135.5
"C9JLV4"	11072.2	9090.13333333333	8901.06666666667	21433.7666666667	17601.2666666667	19925.8	14730.4666666667	12634.6	13157.9	15353.8333333333	34409	33403.9	24296.8666666667	9392.86666666667	7868.66666666667	13311.1	19217.0333333333	16459.5333333333	16920.9	17773.9666666667
"Q6NTF9"	358625	309870	320180	74506	53439.5	62712.5	65375.5	70380.5	68560	66676.5	85423.6	75913.5	50729.5	310737.5	287778.5	326100.5	66365.2	65040	128740	82606.65
"Q08AI8"	6662.8	4200.3	5547.7	2874.2	2564.2	3270.3	19315	19363	19632	6023.4	3407.5	2868.6	1591.4	3995.8	3509.6	4210.8	44029	33371	37735	8447.2
"D6RAJ6"	50973.3333333333	45431.3333333333	44095	43064	31442.6	42650	14223.4	10534.6	13086.8666666667	27963.3333333333	45950.3333333333	48082.3333333333	39239	35096.6666666667	35809.3333333333	39460.6666666667	14369.1	11769.5333333333	13877.2333333333	32940.6666666667
"Q2VPB7"	26987	22534	21449	20576	17233	19476	11357	10535	10118	15921	8636.6	7751.1	3053.05	7878.4	5717.5	4151.39	4037.5	2228	2760.7	3160.2
"Q96LD8"	36024	26825.35	23761.7	14614.05	13474.35	12883	15833.25	11029.05	13935.45	16555.05	29923	23163	32401	36446	35265	38604	25123	14893	21692	23041
"P63218"	1746706.66666667	1304436.66666667	1821850	409760	382583.333333333	437136.666666667	1075306.66666667	1422656.66666667	1523513.33333333	756136.666666667	282306.666666667	280890	262866.666666667	1129700	778503.333333333	1020740	971403.333333333	666280	872046.666666667	492376.666666667
"Q4VC05"	149810.733333333	127201.166666667	138820.766666667	39438.5333333333	37272.1	36471.8	57307.1	57155.8666666667	60552.7	47456.6	35646	43700	7219.6	126690	139380	151040	47173	55969	52780	50686
"P01040"	124750.333333333	106251	113533.666666667	191790	133053.666666667	124928	206550.666666667	167286.333333333	177929.666666667	82989.3333333333	149896.666666667	242209.666666667	106871.333333333	101322.333333333	101038	122096.333333333	159865	175793.333333333	183209.333333333	92441.6666666667
"Q9Y535"	46165	39706	49991	32521	32185	36107	19898	22043	24336	20128	64345.5	63565.5	46247	68895	66028	73342.5	52011.5	38930	42948	43183
"F5GXF0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64617.5	60828.5	42512.5	3388.4	2672.15	3377.7	4868.4	4305	4720.45	11644.95
"A0A3F2YNW3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2816.3	1533.4	2674.3	NA	NA	NA	NA
"Q8N196"	8368	7080	7746.4	3214.6	3059	3044.5	4822.9	3997.25	5538.7	3061.25	NA	NA	821.94	NA	NA	NA	NA	NA	NA	NA
"A0A3B3ITG3"	141047.5	116413.8	121063.433333333	33220.1	25212.4666666667	23546	71997.6666666667	70570.3333333333	70562	32864.3333333333	35077.2666666667	37927.3	49873.4333333333	103141.066666667	88728.2333333333	99979	42902.6666666667	38442	36945	37821
"A0A1B0GUL7"	16928	11965	8819.7	18448	13807	15433	27463	18200	21451	10803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q8IXU6"	63808.5	59053	59313.5	228389	194842.5	211945.5	127302	119414.5	137036	152889	573480	545360	314640	116740	129820	128260	332390	279900	313540	387030
"H3BLZ3"	32066.9	23430.8333333333	24651.3333333333	15543.4333333333	14859.1333333333	11740.3666666667	29494.6333333333	24384	26507.6333333333	25621.8	5056.8	4962	4888.03333333333	14572.5666666667	14701.9333333333	17311.5333333333	14438.7	13000.9	14603.5666666667	11612.4333333333
"O00287"	25714	18409	22386	16235	13251	12788	11666	8602.8	11232	10312	35252	35633	31863	41737	44034	47026	24747	24729	25732	26316
"C9JJQ8"	330360	294550	295550	58364	36831	50165	387070	368870	389220	126800	105770	113210	89251	443430	348910	386230	538840	444150	463690	191810
"Q9GZT4"	127214.333333333	114090.666666667	111229	91807	70860	87960.6666666667	48459.6666666667	44339.6666666667	45948.6666666667	49886	95914.3333333333	104698.666666667	117249.333333333	121953.666666667	104640	110006	49468.3333333333	34391.3333333333	42798.6666666667	48147
"Q86Y39"	247273.666666667	188809	193640.666666667	261894.333333333	243205.333333333	236587.666666667	141387	131431.333333333	168964	154992	270476.666666667	258883.333333333	217627	187858.333333333	188331.666666667	191083.333333333	159574.666666667	146704.666666667	141899	170550.666666667
"Q4G0F5"	84280	72172.3333333333	71477.6666666667	120876.333333333	116962.666666667	123004	42100.0666666667	39523.9666666667	51334.3333333333	54753.7333333333	149443.333333333	156278.666666667	84347.5333333333	80042.2333333333	91151.3333333333	92694.6666666667	58181.8	44555.6	51658.7333333333	81399.4
"Q8WU79"	125374	96121	96032.3333333333	51928.3333333333	45664.3333333333	54609.6666666667	61888	54153.3333333333	70346	54746	89546.6666666667	86968	82751	152061.666666667	135555.333333333	145112.333333333	101836.666666667	85109.3333333333	97259.3333333333	80932.3333333333
"Q8N0V3"	75176.5	54175	59808	55152	55529.5	58967	36627	41159	36547.5	37739.5	112780	126530	115780	117390	112430	132330	53916	53467	56807	67850
"Q9H098"	57432	23252.5	49569.5	18102.4	17688	30630	75862	149325	172275	95661.5	106694.666666667	59658.0666666667	26234	107862.333333333	68899	89052.3333333333	303564.666666667	176637.333333333	270467	148243
"Q5MNZ9"	241951.333333333	193884	189989.333333333	74945.5333333333	68433.7666666667	74822.2666666667	108237.366666667	90856.3333333333	105023	97397.1	73004	77538	55055	155650	166040	185550	119930	104420	119360	74168
"A0A087X1E4"	69030	43753	79440	55044	34142	48913	19786	31599	35410	43675	52126	47045	23543.5	48837	32565	40131	21064.5	17332.65	25327.5	36861
"Q9H7Z6"	157285.666666667	123404	127601	65343.3333333333	55770.6666666667	59219.8666666667	69299.8333333333	63575.5333333333	69846.0333333333	60451.9666666667	70198.3333333333	70284.3333333333	63450.8666666667	121293.333333333	125018.666666667	131189.666666667	90797.3333333333	61418.6666666667	82425	80354.6666666667
"Q9P2L0"	18009	12812	13000	19396	18109	13507	5246.2	6064.8	7918.2	13100	19194	23126	20535	11723	13311	16238	8848.3	6264.4	12308	13263
"P35749"	220120	189500	219110	59919	35699	28641	601120	463890	359990	282230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P49759"	106990	83540	94850	110130	84792	99716	29813	30823	27834	63139	72485.5	76929	66119.5	57211	48063.5	53383	29050	28485	30806	44477.5
