"id"	"Reporter.intensity.corrected.1.TMT1"	"Reporter.intensity.corrected.2.TMT1"	"Reporter.intensity.corrected.3.TMT1"	"Reporter.intensity.corrected.4.TMT1"	"Reporter.intensity.corrected.5.TMT1"	"Reporter.intensity.corrected.6.TMT1"	"Reporter.intensity.corrected.7.TMT1"	"Reporter.intensity.corrected.8.TMT1"	"Reporter.intensity.corrected.9.TMT1"	"Reporter.intensity.corrected.10.TMT1"
"5020"	2791288	2797974	2638244	1850526.2	1412791	2140478	1486751	2130036	3474245	2644667
"179"	14450787	2528439.3	19807521	9125840	9709207	19472063	10013712	8555633	11247586	31839960
"4203"	1050682	1676844	764496	642206	1822018	723957	2023741	639832	743634	967131
"3616"	2498327	5092479	313795.32	253600.3	262972	345084.5	274676.4	710686.8	278078.7	484680.2
"3786"	174813	145044	195788	84314	106535	222835	108400	166823	138737	86548
"1150"	67824246	47048201	34272488	27902320	51843515	34102524	51083913	33483671	33592932	47912979
"5340"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3137"	3379934	1710960	2166403	844455	3898142	4675511	3405451	2157597	7414720	1909050
"228"	8229790	8058190	6177740	3388960	9338150	5978840	9326990	5875130	4673360	5766610
"3779"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4244"	64038	86976	41410	11297	29210	61594	31483	39484	29217	47149
"4230"	6713110	3093732	11510890	2708908	4976324	7737040	4970837	8871443	2728686	9901090
"1011"	2159763	1574794	6163623	168501290	8743207	2358632	9361858	4896404	4774925	2532585
"3168"	3506090	5387580	2926090	1951120	3049490	2469270	2985730	2462970	6095350	3535400
"1715"	162286	117509	207520	1089570	105668	335540	106862	223880	434340	186188
"5762"	520967	755786	495669	330684	628735	603855	604106	461124	621050	1201562
"3069"	1638110	3430090	2947300	2059130	866422	2886640	1041098	2826050	2150320	1511940
"6006"	2123746	1136522	2963420	1622886	1400441	3149650	1428374	2455820	2050235	2187076
"6382"	1550250	867060	1207530	617340	1124910	958180	1128570	1175480	980560	1058470
"5974"	1943017	463130	1311690	244699	731920	914160	737600	1034190	262906	717690
"1015"	899016	566377	290569	949408	361320	575279	351035	433825	376064	427155
"1497"	24785700	91547140	16944274	6652144	12986380	29439890	13337990	26786640	13613130	20498520
"3628"	3795320	3658855	3228427	1802314	3180778	2084565	3331846	2611504	2022247	2940945
"7100"	674732	1375723	3735960	944182	1843170	2102460	1835030	2465030	1823300	4195570
"3254"	213107	222582	280373	219675	333821	327660	346097	260335	324192	132267
"5293"	1796850	1440250	1564010	894440	1008556	1545320	997229	1484319	1425660	3443990
"2529"	81514610	94006360	95546330	37891000	89729280	70508620	92831090	79919650	66543010	77756680
"1022"	86442	69889	154232	2033110	103748	219907	88466	74526	148609	104483
"6320"	322191	438250	247895	498090	371110	285266	370730	281547	271403	227382
"827"	8113182	6235479	8702771	3937712	6150129	8963374	6465030	8995255	4745423	4633510
"7195"	22858400	24725400	12334000	13825300	5047820	6749300	6124600	8994500	7449480	6150710
"1413"	1713460	439200	2186630	340306	549540	4115520	493970	999910	944170	381627
"552"	1730770	1650550	1292590	856511	1047838	1151702	1162134	1388020	2159830	1633370
"1136"	1228849	2643090	1590380	5468490	1441910	1984550	1403800	1686703	1154285	2159730
"3857"	111811	117936	205319	100956	96413	215096	124301	176497	186639	150486
"1072"	5817030	1436491	5125426	7843100	5585520	10629900	4946040	4300620	2160831	3882390
"2408"	20977870	22302170	40975190	23476940	22752500	27453980	23104300	37314500	16280940	19806830
"2437"	13668120	10081230	17079730	11471400	12507780	16100480	12425070	13464160	10337910	9844650
"5243"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2137"	1471760	1752929	2232884	1158198	818097	1428345	879748	1614989	2918180	1749642
"1005"	7330232	18881099	10984112	7347944	9082780	9359465	9475350	9955974	11138913	12590400
"3281"	9319212	7970998	14169685	12000601	8214355	16070562	8446384	16728620	9839051	5055457
"4088"	629706	695694	717922	349358	712732	909253	733361	765511	583241	809842
"1167"	728710	507430	856000	648270	587000	978590	639140	777500	743000	1230750
"5997"	10898324	12869429	10543528	8198601	12580373	9721264	12362321	9693191	9924957	14754466
"3434"	314979	546313	609626	235252	235462	510917	282606	635631	89219.2	941100
"5862"	2049250	2540980	1480410	962834	2795600	1176105	2929730	1224378	1339380	1579140
"6075"	10685790	10969310	24914200	5788421	8882450	14072260	9300320	23162690	4747709	4331452
"1040"	3852790	7711210	5611630	5703160	5039160	6792260	4886890	5582230	7297090	8567860
"1777"	559866.7	359294.4	1596382	394286	1005352	1175827	1049054	2080594	563419	481428
"2756"	5402910	7723110	4346640	1926072	8588550	3688970	8309540	3740690	2945194	3727860
"4059"	2615710	1208523	2485480	1206414	1620366	3115340	1508285	1949700	1403792	2162410
"5217"	348400	462670	295580	190834	306160	213492	307900	245882	218676	204076
"821"	1715070	1876780	1825570	788298	1416990	1728180	1634320	1460230	1596670	1271544
"1023"	1566990	3073860	2297940	31135700	2283260	4563660	2050340	2707890	8479080	7059590
"2328"	17840550	22780720	9822710	7204198	11504920	8912754	11238100	9743490	12320950	8969070
"5230"	2451503	2430878	2512185	3036180	2858759	2506777	3142923	2276394	2440061	1551619
"6854"	752350	1295310	1037390	2218530	419820	1137460	519342	983140	510603	636870
"1759"	8993560	1244462	8454510	7001320	6538480	13065220	6621790	6743730	5438440	5928450
"6025"	572182	1258192	938072	754223	475468	759902	553793	715503	1138042	660616
"370"	751620	770413	947670	382587	773538	856718	718993	785229	632016	677798
"5574"	5762130	3469190	5458590	1683740	3309850	3173430	3560150	3935850	1613428	4775660
"2092"	6338940	7673750	5512870	2635820	5953320	5341560	5743260	5460820	3058170	5546170
"2498"	9325033	15386930	6102055	5234169	11570860	5974100	11265475	6779565	8633315	5793783
"5563"	1399457	1318707	4076720	593403	1260074	2027000	1361180	2485158	1682999	2046784
"1492"	997073	828845	4621850	1293494	645344.06	5589770	805644	4801090	1977500	2158180
"1539"	6272740	5659130	5219010	3188950	2788272	4553180	3005474	5438750	4049190	7580780
"1640"	3882541	1466734	4538590	3701240	1954335	4461800	2081772	4225917	3319702	3988940
"3610"	3128770	2033900	1950330	612602	1163840	1505230	1305730	1855950	1392160	1589030
"201"	20089595	12106925	15499260	8158398	14055762	14772608	15013580	13643132	9756980	15555140
"3940"	719784	847490	721310	434187	583835	586319	580984	731150	1031900	467153
"2474"	6892120	6602310	5514040	4231070	11683960	4806330	12037410	4614070	6118760	5549380
"2331"	265762	240415	460800	272395	158505	297330	197508	257036	258332	283152
"2640"	3491760	5007560	3885820	2553698	2488436	3197037	2506614	3800590	5060740	4230160
"5398"	5417260	5218640	4603204	1917836	4262587	3500690	4223874	4199085	3485332	5882820
"2432"	39651600	36118010	49110990	13995550	32624310	40108540	31549260	46746950	19470420	36095810
"1678"	2362600	5205130	2647150	367519	1023180	2712260	1168730	3503630	1254530	11987800
"6473"	4751510	6055230	5791790	2321003	3860440	4450130	4109200	4965960	3105070	4263065
"6497"	1258320	4515470	1266910	792320	3155210	1208860	3258390	1266890	1435640	1334780
"4848"	2497268	2773250	2216486	1551784	2317190	1499789	2455490	1823565	2846200	2326810
"510"	399660	762670	524120	256399	713645	466250	747650	531067	500890	314731
"1818"	8127460	2773540	6288890	5303070	6796630	9662430	6965620	6873790	5698800	5241950
"3289"	420130	326544	365526	175236	418280	269510	420367	344331	320558	239553
"4952"	29504	70206	44377	78287	109290	46281	208860	21277	252000	371030
"2349"	506948	600390	522975	301929	619550	810060	575280	512509	370221	398830
"5374"	4014120	2645350	2182740	1148370	3981850	1803770	4176320	1662330	2975070	1952530
"1401"	18525930	21305041	17201240	6259022	21867151	11665524	21536922	13531455	19091426	19376821
"4637"	738232	856865	431964	249545	645538	417343	651680	343951	786768	638504
"1383"	2024480	445893	1864680	366877	2582780	1620520	2499760	1654150	1419070	799329
"3519"	480190	433570	490540	255840	390527	507880	409788	502340	511720	478320
"582"	2849210	2931430	4901500	1016741	2339135	3479900	2289850	5002660	2541530	3533260
"4396"	4274502	4113135	2762971	2219316	2619432	2269317	2785520	2235513	6413820	3640685
"1041"	NA	NA	7344100	15696	NA	10618	NA	NA	NA	NA
"1713"	52122540	31920150	27484400	21942450	22661670	31350810	24344040	30578260	22576420	20201180
"3043"	41175910	23475075	31541855	6353407.7	13114627	21110586	13910601	26658500	8135202	37103883
"1162"	86422	181790	110970	224780	267740	209940	305930	88316	121710	63847
"6606"	2560530	6410620	3593360	1568916	2423870	2780450	2442902	3595440	3211340	2605470
"3543"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4389"	9681900	8275410	13061330	3566214	6650152	9114880	7017120	9831680	5224704	11239700
"6183"	2432361	5648690	2570725	1692927	3086799	2093728	3027896	2652910	1349282	3494759
"1220"	6438510	742535	5252950	2541830	4952480	22962450	5013120	762599	1034724	2070605
"5639"	1830779	2079592	2014570	1203332	1438905	1932727	1413831	1720006	2736346	2012130
"5241"	3588880	4043413	3651692	1880044	2227694	3091830	2239159	3099973	5596973	3778259
"5028"	29336571	32566316	23554560	15364282	25881599	22381217	26216196	23318430	16142665	21982749
"2139"	13890920	17524150	13013980	4689227	21285040	13292860	20336160	15125490	6803599	13951270
"2299"	997080	755601	1421172	412088	565206	1635255	606097	1514766	1074359	983418
"1207"	4850950	4087166	1751742	944232	1541050	1187703	1458299	1460005	1280637	1809750
"940"	188409	740540	290162	1630480	387358	354341	412625	624670	1114650	793090
"6265"	3849129	3361801	2371464	1897874	2169937	2205719	2198865	2562709	5900140	3401421
"575"	112645.7	151318	170901	105816.8	162414.3	160289	236307.6	143161.2	7347200	186767.3
"555"	5236350	4401233	16873670	1808461	2453111	9034510	3318292	12505240	6660920	7090309
"458"	1000010	953540	1110250	383298	619430	1088200	694539	895770	725525	648599
"7134"	2187878.3	3323700	1640450.2	1464199	4709050	2749612	4696860	1767883	2366416	1985870
"6191"	194830	247990	364290	135060	206820	369660	229660	213750	19617000	417850
"5678"	40441	124310	69209	43264	35983	40034	38760	28884	35637	125200
"592"	2030740	280607	1367800	419580	630612	1152410	649943	784300	447322	1565110
"6652"	12798466	17577469	18876145	10299625	12927084	16091619	12753492	15132070	10614897	12945637
"3076"	3325066	4773344	2570190	2327065	3034309	2718742	3437196	2607842	2738389	2256035
"6844"	329386	744500	606950	1684290	408542	842190	416329	571090	960700	931780
"934"	2458660	2759053	3270402	7744787	2311552	4885972	2555418	4602659	5250001	3232792
"3482"	9007560	5616162	10330750	5034490	7261756	10490260	7672480	9626862	12900920	6965059
"4175"	5191810	8414280	7374780	3026865	2714348	4541392	2936687	6107010	8559960	5708030
"2651"	2525196	1935083	1384764	1269752	2168197	1383520	2171733	1859754	971646	1972467
"531"	2454857	3550982	3564277	1446330	1487568	2353739	1652003	2760691	3856662	2450868
"5963"	2906440	3330870	3108720	1348017	4134230	2942263	4362900	3308643	2235655	2745150
"6052"	710495	259596	1143128	742474	563230	1691659	524114	806308	777343	351992
"2556"	4585690	6044000	4363400	2445190	4853310	4346830	4754410	3916890	4037740	5876030
"1278"	18422310	21214730	17425780	7669070	29065390	55530500	28960200	16503270	19934880	20538710
"5208"	1449275	1048067	2351470	655318	1286426	2247217	1287835	1965050	1331793	1674421
"4138"	947720	699760	841270	428575	603130	602340	588602	753900	483781	595399
"1280"	475120	527780	456870	514160	977660	783090	911480	558220	790040	514490
"2485"	5816300	9027900	4873600	2332940	11068400	3864440	10787000	4215350	6700900	6683800
"1267"	180270	176720	299550	432400	510690	414520	489250	624810	184960	135850
"1880"	222343	63309.7	266394	114080	41556.6	408069	82336	410260	357234	109326.7
"1351"	266428	204595	374160	243287	393020	330843	386682	276973	222650	124520
"5337"	1548620	1364200	1737260	788710	1864350	1358410	1884370	1478660	1421820	1217650
"968"	9062370	5992360	9818990	13509370	7304340	23397440	6188470	7652650	16937730	49722000
"3926"	368104	348464	373260	218925	356688	360423	336866	381812	308311	241677
"5550"	1065410	1259450	1731014	684774	1398181	1576040	1509822	1475123	1072700	1091590
"1736"	1889170	755019	1550360	1831727	1417130	2971080	1358450	1697550	1983400	1422810
"6964"	128843	102000	143934	82434	82100	121251	109327	120444	160730	140849
"6022"	195497	289870	244978	448711	221679	232528	224820	207617	182998	215109
"5406"	457474	835958	348698	398368	457511	508396	455963	342105	861222	491795
"3124"	924348	642481	1591455	2290453	640127	1578387	751965	1576552	1189740	488534
"5177"	12949420	8306541	8258461	5768314	9099062	7352084	9174833	7702589	8463407	9241743
"1062"	3158930	4375740	3362390	6055530	4858580	5614960	4677600	2386200	5364100	3144770
"2900"	15992280	15842180	12946150	6668670	13927260	10862850	15025590	13033910	22107600	16422420
"5234"	4697976	6936660	3556477	3297110	2648249	2633044	2550491	2943766	8061410	4001331
"2624"	1377210	1264120	1457670	454566	1230838	723965	1230485	1258816	1692930	1358690
"2199"	4271730	3467070	3651240	2526800	5278150	3661190	5426530	3564740	4572620	1542130
"5413"	4455960	3297793	3650180	2500600	6428100	4301050	6232480	4640800	2358610	3683750
"1064"	618925	1288520	600121	14317560	789857	555495	775361	638356	2030570	997667
"5766"	433416	379860	398665	231938	392079	312027	386795	348744	356165	289264
"842"	4092520	2802400	2397810	1307325	1245151	2014140	1396951	2166310	2623540	3706630
"1024"	3610334.7	6955870	6020557.4	71366190	6736367	12734230	7084086	7159298	36088942	10634142
"2275"	862357	770729	681920	521890	377633	592770	392545	750157	1027726	730104
"6929"	24896834	21385568	23736658	11804663	24170680	17068524	24126854	21436788	24425953	21186440
"1350"	269295	281966	288613	281986	636250	332106	609400	257464	324986	313145
"4770"	53067	64262	63596	32320	56693	50486	70245	62568	50356	78454
"4853"	6779818	7808120	6787200	4627491	6857238	6150818	7299610	6358993	6618584	7036980
"615"	745388	569789	915722	686685	727720	1149770	787912	1097270	823949	1113320
"3060"	514870	389112	668600	1001410	437980	604730	483480	629430	411770	394790
"3751"	1683225	752122	5804790	784908	582907	2084008	999388	3270782	1990155	548708
"1544"	229737	122320	572710	25505800	1359750	127460	1391270	477600	605940	250090
"4282"	380930	835270	841710	210385	349541	448247	327457	613400	834510	398750
"5537"	2320153	4491825	2660790	580501	4469200	2219043	4516790	2491532	1941709	3529926
"5946"	3511734	2512388	2306642	4065414	1532813	1898852	1522769	2684646	3629642	1552728
"522"	2421115	2033451	908120.4	4449383	1791650	3979029	1784919	1130504	2897902	2727134
"3199"	754227	721966	4532690	641708	3793280	3704040	3808820	3436120	822086	652451
"6932"	NA	34493	246690	56429	206880	1007000	192010	NA	1635	83554
"2968"	1935894	2676003	2114832	1472453	2345600	1784202	2209193	1934475	1598225	1554689
"2578"	558583	723349	504911	392608	492730	569730	501822	534521	619894	487683
"5629"	274260	299850	727330	211496	386090	442310	361970	643820	471170	450630
"5692"	3114954	2354084	2914692	1416254	2810874	3254356	2784416	2671596	1631061	1743060
"1644"	10187230	8288510	4937880	3387680	9613280	5349860	9745320	6228090	10591580	4795740
"1577"	4815620	5701990	6485430	4185900	6126870	5878160	6137550	5690400	3630340	3413400
"377"	7707030	6971490	11170800	3017410	6520040	7697300	6266490	10460000	3772310	6909410
"4390"	4109670	3094215	6083640	2356060	4036470	7937130	3981112	6137590	3633530	3373694
"1542"	18128728	23743147	13003736	9316560	19661803	12806474	19596556	13337773	13272303	20613956
"2963"	1168216	962633	1401710	571871	1281849	1437470	1229752	1248328	1570450	1154703
"2785"	10046170	10811320	8583260	5384930	5394510	7971720	5492910	9422220	11546510	10545960
"4734"	9103272	7760555	7867474	7293075	7676775	5679025	7736437	7037887	9969777	6827776
"4228"	1106746	2038453	1428950	560274	1579564	1130850	1609433	1530996	1016498	1323584
"5910"	439221	566177	453420	186966	264411	400616	294939	356567	420388	353196
"2893"	14698170	16531360	13647080	8031110	14229240	9719970	14198870	12405080	15677760	12562700
"5471"	3040040	7335860	1969340	617924	3344790	1627080	3329040	1481820	1178630	674029
"1771"	15592940	17484170	11482800	7366970	25599240	9321910	25645360	11298300	12354540	13555360
"5316"	493377	1842760	604343	129640.4	224816	210748	247976	309317	1339680	343139
"3955"	547310	422397	601830	501070	203727	1049537	196257	387694	1741402	892368
"4719"	6404820	3345590	7261830	2361697	7116860	6739810	6248440	6599030	4258380	3464490
"2007"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1617"	327942	147284	280280	333195	233298	314875	233438	210891	777900	154157
"5417"	214985	90453	137024	52169.6	163836	142561	136857	78231	125958	123406
"7162"	643330	585430	719070	323640	397520	551520	401790	494260	358280	387650
"4929"	1324734	1351104	1018421	778965	1329300	1001418	1448640	978661	1656270	1270770
"816"	5274985	4493885	4888543	3108478	4608951	4065092	4581737	4965163	5692649	6892091
"3848"	5643170	7200940	6504360	2584050	6909410	4444380	6537230	5675610	7535490	6724840
"6082"	445239	766031	460450	1147355	469881	519359	492556	514200	504292	634937
"5831"	1331127	1258189	882615	561265	1034064	914831	1029871	799462	1016090	1086717
"5156"	513598	494727	540324	427117	437632	424322	449074	448854	519089	422314
"1806"	8541788	11285263	5396136	3422856	5664770	5816413	5670147	6430196	7145995	7833645
"696"	5711494	4466963	3793590	1943030	5019570	3434380	5006828	4540621	2979394	6647260
"2385"	81330	93306	53626	33552	82653	44983	76912	57361	64132	115520
"1232"	1186862	1239089	2199883	4584036	869561	4519676	1008145	2943720	4246775	2341763
"528"	231205	1627560	961790	113169	307588	7947100	271545	1842350	240180	254946
"776"	15962210	17824200	10870332	4950171	10469288	7363960	10284790	10689194	9708921	10802690
"2845"	137379	273500	123734	278000	54103	123397	69322	121798	144280	123866
"4785"	206239	79471	419896	113106	279642	186714	285675	261422	247827	115496.9
"3466"	1004060	1625560	684225	809720	1637980	875230	2014390	803110	930250	714136
"1144"	5390290	5198960	3390370	6609620	11779610	6754230	12690570	3734440	5889090	2990580
"6407"	3052990	2166220	3197630	1408550	3374830	2821880	3372540	2929120	2165750	2665530
"2962"	543468.5	569712	947677	269610.2	449270.4	648679.2	462732.4	651761.2	471870.4	439084.7
"962"	2682270	729498	805441	4908330	5236240	1394150	5606200	584393	1630940	857860
"1213"	8271100	5937580	7320110	809269	10108330	7115970	10358510	5931140	2882800	5449130
"726"	235272	346917	272441	260535	272561	353761	299230	325003	319009	256208
"2977"	5866510	5716808	3969520	1556437	3718881	2744620	3745637	3662837	2448017	4746272
"3118"	644845	837900	1103680	735807	559163	1029680	603053	939375	780267	533111
"4262"	2110200	2932280	1230470	963918	1398580	1372000	1452850	1173430	1265420	1400950
"4753"	1095557	1529249	1148045	709353	2146630	914185	2044670	777746	1096717	866349
"3878"	1465076	2115939	1374682	913231	1121137	1132217	1088808	1141589	1754130	1498493
"3990"	17922	31434	30619	11200	24746	24320	23662	24134	28904	17857
"6900"	17785174	28174719	12661742	7829139	18151210	10157216	19360082	11918001	14538845	15829318
"2786"	138940	160780	259820	394170	184860	157190	172430	212310	163960	201840
"4766"	1121940	768560	1027650	1077230	1787800	1048710	1959310	877140	1458890	764930
"3035"	786450	1410600	1071690	936080	1823550	908340	1899770	1421410	593850	885930
"3103"	860030	1200080	953050	310401	1408650	731060	1225640	891440	463363	950850
"2914"	5404750	5938050	4242590	2348580	3312020	3502960	3454310	4304730	5555180	5838890
"3070"	11073459	10030374	15017840	16723328	5853295	13154460	6333670	14439776	8425161	10100941
"3000"	2101610	2167770	2248670	785680	2206240	1838900	2416050	2139220	711920	2171070
"2913"	11189600	7811940	5433814	3252810	8947161	5034092	9142132	5969240	10175300	5418542
"676"	3939580	2995553	3307109	1908471	2960610	2871302	3062667	3209730	5049680	2756965
"2669"	5212400	5512300	4950500	2759550	3820130	4745900	3917500	4749200	6532900	6137000
"2781"	29343410	31756720	28165080	14866490	23880517	24003630	24368105	27512584	38953650	32905740
"3461"	3838477	7205069	3363192	1728141	2591338	2619159	2563276	3716067	2676206	2953825
"3435"	468386.4	133580	301229	183429	441042.5	551276.2	367030	310398.1	222345	545759.2
"1312"	152915	204910	184899	197049	126205	161177	103507	171453	596540	165325
"301"	1203152	1575940	1095318	730261	582767	1019343	705075	1131030	1673070	1255295
"6316"	23666180	34441790	12849060	6557900	19676700	10322720	20371010	12807120	9763260	19294570
"220"	25968	38482	26520	17483	22535	29249	27362	15245	34672	34316
"5807"	2800750	3352660	5206240	4403240	2483810	4051040	2714360	4120180	3299790	1991735
"3334"	5018890	4897290	4473080	3053050	4541800	4766900	4382270	3627250	4046290	3253030
"4485"	111014	171217	102622	286870	233400	113349	212525	157302	158956	104283
"5652"	2781240	2400670	1883520	2341650	1315030	2205710	1157263	2343740	2435460	1561760
"4331"	703970	327351	605760	297627	511500	431304	465287	562597	211636	416349
"4352"	724280	880114	828224	462117	546171.4	647120	525135.5	925492	694918	712603.1
"2253"	181947	238589	260944	337758.6	249871	255205	255133	157509	8684300	209336
"2318"	597538	385821	1091180	434028	744460	648389	774590	1293010	893520	764349
"4349"	259880	247370	261303	201019	205734	259040	229004	229156	291651	225664
"5820"	1460873	1132232	950518	610234	844683	825858	863856	1056531	1158213	1122076
"4297"	1687160	1405967	1274120	1488730	726408	1603460	812683	1135285	1754660	953148
"6231"	2077271	1240991	4323250	1833623	3215920	4933040	3147682	3614457	2361697	1798504
"1297"	10799448	18060420	11665205	5742262	10457620	9968649	10427466	10300385	10418614	12766628
"3957"	377280	322568	1251990	240502	269318	747810	248539	790615	914670	295552
"4833"	556232	1226960	423242	306799	426995	435919	445622	418852	456279	449017
"5922"	313911	431950	230726	103274	92010	186756	81595	184790	218376	333535
"1905"	567870	1001300	1007200	357130	650990	898840	634940	700530	511430	757980
"2173"	664370	545852	630762	336499	1289210	1440210	1061850	679780	677684	375501
"2117"	3124320	4078720	2214330	1663500	4266910	2262440	4438710	2068730	2249030	2076480
"987"	1211900	2577270	906330	3294160	3564770	1578360	3181610	1166690	3621040	2858520
"2747"	24874724	3868065	39145450	5403409.9	5274550	28955208	9625733	27184487	12028839	4686724
"3545"	165830	140080	295490	175910	155760	228650	164600	212060	181310	150570
"6828"	214370	75249	218840	71573	223740	276360	244290	174270	201260	100990
"2500"	64588610	67075100	49942260	32543120	106750040	45278750	107455350	46512270	49294210	53868880
"4846"	484517	314458	572300	195485	404820	219737	439585	337630	324232	199382
"4664"	NA	NA	58885	54418	54490	66997	36309	54981	24442	22183
"3042"	2647304	4590390	1883729	1083510	1889321	1625580	1921761	1896353	1556369	1857682
"6112"	209931	339913	223496	193788	365667	246906	323057	238832	261531	239579
"7197"	718560	1263200	353600	1723400	800580	308050	600240	574690	664410	221880
"7228"	18728000	18741780	12473550	74303220	20726510	37894350	20275560	15788940	30459500	17986930
"463"	2395348	4006330	2332333	1805210	2990880	2446330	3023990	2269340	2847431	2450200
"251"	3281850	2046835	12899850	1653600	4828830	3973160	3873950	8665410	3648860	2174450
"349"	913394	1008272.8	1417784	719396.5	1105789.7	1391505	1136664.4	1118757	1080846	701467.1
"4050"	636187	1307180	562120	268331	902482	372676	777969	421787	575201	539380
"7104"	829430	640940	569440	266660	641820	473180	650320	488150	256130	647980
"2210"	1020306	1108728	1367464	896935	2171630	1425226	1936062	1752197	979685	1123274
"5632"	140173	130484	186858	72667	95399	151625	87111	135939	155083	130174
"2618"	628320	356080	1924610	224486	807110	1061560	732910	1432170	689030	373610
"2161"	2033130	730609	1138100	671931	805154	1066332	862874	1172580	961247	906916
"2602"	100780	175460	143720	227230	330210	95317	229650	150100	147440	71003
"6554"	5055670	7023515	5576696	2627673	3738447	5069629	3805794	5453952	3492453	4456483
"444"	1860250	1913986	1845690	1286544	1134802	1872307	1086545	1751428	1443316	1233683
"3841"	2903094	3349554	2882849	1616695.2	1656460	2021396.4	1735005.7	2603432	2820987	2475325
"4494"	1701772	1216507	2947461	1917016	1096772	2659425	1177181	2502359	1864905	716891
"1500"	8229570	8919110	8238000	10155960	11793420	8355960	12049420	8752120	6250550	5275970
"2625"	43709220	36841700	39853080	24844730	52591050	39724940	53841140	38136980	25048110	30366340
"3694"	142158	155365	161909.8	93589	225295.6	226590.9	244517	164108	162532.5	176350
"4397"	556619	936110	951798	988645	2289690	670226	2256480	905700	1016958	1323700
"2138"	11467970	13741610	14160650	4165020	18798660	14246900	18281440	12852470	6681500	12687790
"2505"	720844990	652528350	1310060030	405389713	1218799650	781698340	1138860920	986400990	1277372850	833170150
"265"	18411770	23245680	17022680	10591031	17330181	15097340	17857827	14671629	18127280	14517964
"4099"	196488	136967	310051	143768	197635	335139	201686	251493	181870	201717
"683"	1150140	2752300	1730360	612679	2200660	1102810	2118400	1581510	2161410	1809630
"2401"	86406930	78239060	74700890	33412100	74237240	61344110	78575320	77809890	37434490	70362460
"6391"	3053100	4377280	2310783	1571109	4380570	2563849	4331760	2157819	2493137	2173068
"2761"	3350000	3065590	3411660	1612620	2170310	2418610	2126630	2941040	2559880	2726030
"5798"	1940594	2497290	2688908	1414445	1728918	2253638	1804459	2399095	1892801	1868176
"5179"	2976718	1226988	1993985	916090.5	1995476	3245460	1950091	1485400.7	2306073	1255023
"2966"	9864121	4766159	7273279	5258419	13088445	12082230	11905199	8407391	11762629	4483114
"3832"	1657509	845876	1611170	985479	1046355	2511990	1162291	1590355	1551370	950453
"4192"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1621"	170627	102661	229731	568040	147936	315088	168589	201131	186499	182423
"2647"	3469093	2257037	3761101	1643762	2938603	3691524	3156463	3812065	2261276	2200473
"1386"	871710	123615	1133425	260808	790030	2066450	820083	739047	381085	506126
"5155"	1099343	629217	1671010	456019	1341120	1244570	1316770	1555210	1101754	1148986
"738"	9810070	8796693	9694763	826377.8	5184522	4323086	5164759	7795070	2231279.9	19728202
"4342"	314380	117310	117480	62927	67200	127100	66460	91366	106580	85287
"5654"	4666620	4127310	6488930	9461170	8021410	4418750	7598350	5715080	6747280	3930750
"1123"	115634060	80255760	44160430	32581430	80143520	33875450	80314830	44875360	31993410	36637290
"2441"	40882800	39731100	25140290	15814340	49016300	17365330	49493000	24513950	28523470	30867540
"3362"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7066"	883706	967873	827809	691504	702510	809306	647785	737556	1230927	910903
"3719"	4529320	2804770	11141040	1548973	3429810	14564930	3864030	8259840	5481030	2835120
"1926"	60373650	59538600	72484620	30260200	52897240	52820130	50249500	67131180	47815080	56169100
"2630"	1421970	4391990	2919200	1189830	4193900	2167630	4453870	1846400	1678690	2307130
"4866"	1568660	2814900	1788640	761180	2799920	1435510	2637530	2038420	1592150	2256880
"6649"	4848443	2257614	6450920	3072974	3181361	9036996	3568732	5893541	4355154	2774878
"268"	29630	54771	29211	52227	91795	28046	86251	28929	43368	23276.4
"3950"	214752	299103	329324	161737.9	163948.7	289001	172222.2	410988	227209.6	537003
"6425"	2079236	1880841	2549052	1292565	1220047	1920138	1357279	1732345	1334970.8	1778027
"2307"	16434680	4899420	21514800	35267300	42058100	15267170	45804000	25227270	12365010	5776160
"6158"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2543"	2643840	2390710	2771960	1221224	2889910	2075173	2859800	2310440	2070010	2034330
"2415"	20431010	21693800	26912610	12632050	18809320	21285860	18696640	23779400	11610530	21786700
"917"	108707960	101721620	54888136	33879247	102290140	51029060	102779780	71505850	37997162	92913480
"5066"	1393728	1660806	1471761	837604	1603610	1419533	1620899	1619416	1009392	1284570
"2922"	53798	134810	60429	173830	19764	38243	11936	48986	51284	73475
"2550"	7705785	10023370	10465650	2595530	7084023	6514252	6567883	8541949	5294440	6865562
"3641"	785650	985878	783690	371780	614806	736530	638455	700471	904440	666687
"6301"	1175294	1812122	1445987	1029639	1752038	1177861	1755544	1728796	1198348	1159819
"5143"	3063.6	NA	6146.4	1590	6871.7	5092.2	5180	2868.6	4461.5	NA
"3003"	1117080	979660	1343460	1163390	748310	1339490	744099	1298730	2407170	950870
