"id"	"Reporter.intensity.corrected.1.TMT1"	"Reporter.intensity.corrected.2.TMT1"	"Reporter.intensity.corrected.3.TMT1"	"Reporter.intensity.corrected.4.TMT1"	"Reporter.intensity.corrected.5.TMT1"	"Reporter.intensity.corrected.6.TMT1"	"Reporter.intensity.corrected.7.TMT1"	"Reporter.intensity.corrected.8.TMT1"	"Reporter.intensity.corrected.9.TMT1"	"Reporter.intensity.corrected.10.TMT1"
"3941"	9369250	9691760	8235980	3472689	10758690	5786694	10242420	7630660	9428250	9266380
"1921"	8316610	7192150	6328890	2181320	6122340	3408488	6456690	5445020	4668560	5043627
"4863"	103710	140640	136740	65362	140590	122110	135680	148940	118760	89506
"4973"	444621.6	488344	378687	171938.5	300368.6	317877	302211.1	295628.4	452063	321680
"713"	7215660	20256160	8191330	3752509	13458030	6071320	13713300	6660870	6672340	12313310
"6091"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2883.6
"1910"	58380330	56920110	36490060	23130779	66486640	31147010	65859870	35853440	41803990	47591280
"6721"	2181007	2483004	8118530	1156538	1474841	2941164	1885749	4791360	2077980	1666333
"4915"	13297950	8181860	7138161	3839058	10454620	6838695	10115210	7827108	7386380	9849530
"1733"	5918830	6352730	11017900	2871540	5484770	7026200	5430540	8791090	5159760	6120470
"1216"	2858535	3556840	2198420	1300596	2881352	2135195	2729277	2146324	2033536	1943500
"4471"	6738420	6187050	7158070	3317635	5134098	5889468	5244720	5885259	4957578	5972534
"3736"	493738	926750	467022	607837	505651	554197	506964	490297	1122200	814559
"400"	32894	61475	33006	19163	26733	34128	21613	40345	42388	30506
"1639"	822340	1358160	799402.1	166742.8	702887.6	668714.9	518731	672083.8	493560	1078844.5
"6374"	21100240	10980310	6815210	3905491	9567370	5707250	9604660	7501844	5526230	6815190
"3834"	2340289	2230935	2307041	939183	2419844	1985288	2287704	2055017	1564786	3100830
"1702"	3228199	2780400	4928980	2111167	3473380	4554980	3374080	4833860	2606950	3522570
"6360"	1082383	908660	1094330	713715	757332	997480	839613	860565	1473098	1247595
"3571"	7947496	11165467	7802174	5237782	6416560	8958496	6878325	7887653	6586307	7185906
"5170"	3040190	2631250	2369920	1085046	2477820	1766390	2313880	2259950	2082910	2161210
"5646"	10744120	6910891	6331415	5901522	7128280	6761249	6837160	5669948	5910992	5295197
"5030"	10288570	9151230	7193013	4556516	6798151	6482246	6989481	7132503	7248044	8238059
"3734"	932175	713259	1018740	353769	847939	907332	931795	844986	572111	891563
"457"	3896430	2081530	1849147	1520848	3761333	1971858	3886638	2022387	1550340	3177010
"3669"	142949	146404	151278	117635	136489	152948	137686	159213	138412	133768
"4592"	8730522	9236854	4512142	4271641	3861079	3980277	4294802	5838605	8119250	5867251
"3201"	240550	240298	321959	128179	201829	215488	203918	269898	179798	183547
"4882"	873368	711796	884544	475221	426523	649496	386742	680328	1096586	821316
"2271"	20603109	8932984	9372248	6004539	6975725	7078661	6786661	9138937	16539270	16392612
"5515"	2903766	2449877	3562943	1092962	1947983	2501637	1997611	2736659	1455175	1992875
"1994"	7935119	6503630	9612089	3079983	4173088	7725507	4310649	9057933	3822648	9196205
"2335"	9837260	11391850	9113530	3977393	9123650	7232720	9368170	8812800	4831670	8898890
"7183"	81280	127080	95476	58334	125790	114670	117090	104650	75923	121230
"4364"	327615	351116	317330	205125	373807	382740	425218	280039	521040	381883
"1069"	90148.6	176150	142764	257641	123917	147849	124018	125395	144541	111658
"4146"	1285591	963011	1552073	717293	967190	1503599	952084	1379812	1060659	1090366
"5107"	365355	584030	317632	508280	372005	409820	376709	393560	367550	252951
"3147"	3632906	3837575	3325587	3475412	4343080	2421488	4626280	3462831	2077438	2049726
"4151"	12438608	12814304	12713916	4849686	12295216	8464480	12142738	8402188	7379276	10535171
"4484"	754676	780842	876690	403461.6	736488	759415.2	804831	814449	712712.8	761180
"216"	18725019	21595096	17653864	8009322	14908949	15157995	16920177	15235435	9090411	15518346
"4343"	4576995	6410373	4237621	2356810	1873244	3148570	2134209	4039006	5747903	3808492
"5578"	783325	1143226	892496	417961	428336	696139	441374	779358	1823418	638843
"4404"	9419993	3912561	10841213	3162055	4596056	12451864	5143238	10539546	7158657	6565534
"2396"	11085360	10148607	16847941	2993558	7974220	9753330	6515921	15589409	3434870	9055128
"795"	857487	901738	812667	436624	522051	751334	570206	834947	773372	831881
"3688"	7473702	7993181	6743598	3609165	4225052	5747130	4394334	6234946	8493195	5910660
"6251"	2482273	3359352	3236870	1821054	2391922	2244231	2325203	2638153	2346806	2995738
"173"	2930455	5864630	3643316	1561097	6101770	3803830	6030440	3582163	2978525	2787032
"5701"	1459060	1669970	1082980	475650	1424980	824780	1470450	987220	599060	1421340
"5073"	37743	23388	36155	36437	22185	43976	17130	25090	69980	40218
"1957"	1679610	1843680	1451400	496194	1186410	1083420	1209580	1231110	898570	1806520
"854"	1455036	1447606	1098388	659251	1273725	1072323	1264973	1582855	1625429	1051953
"2682"	4292418	5386117	4555196	3300645	3922488	3677204	4388999	4037857	7747120	4106174
"2967"	8418418	4519468	5631439	2510272	2073688	4837165	2232708	5541013	8402794	7199638
"1009"	39074950	85817300	9312737	5811115	6194208	33279700	6713306	20506800	18606660	17857990
"1159"	24361180	17891530	14080390	13959290	27381790	13592330	28879840	15905620	18555460	21106060
"6443"	185015760	114817198	203216080	160585857	89078481	181726580	100889866	176701874	106501633	113861352
"759"	5285551	9011070	4116349	3242455	4791795	4340186	4823680	4306751	4637102	5189505
"4967"	1019247	1036360	1212464	972335	1135158	1142973	1210127	1130527	1343282	929754
"6860"	1789018	982957	2015322	843370	1117155	1220394	1186436	1496543	2260392	1738861
"4014"	7362577	6022065	11826610	4330478	7361296	11449020	7536727	12215730	5341789	4590976
"1628"	36138190	13505228	28291815	9051311	37512355	50986646	37235980	27699311	13186332	16324032
"1863"	3111238	2738266	4999670	3257655	2018155	4430684	2234909	4563813	3837365	2749256
"4693"	18292350	12636280	23868920	9080590	17334210	25910670	16041120	23911490	13786050	11268830
"6198"	4883240	4273990	3173460	1497250	2974090	2502920	3038730	2878190	1690370	3005620
"7046"	4115357	4934381	3531840	2190864	3063669	3133162	3094756	3096937	4083383	3434554
"4310"	535731	484512	618248	333685	308039	449273	282215	472189	507826	666870
"4373"	2619725	2325760	2414098	1328708	1719309	1952132	1723443	2163119	1507517	1452961
"3419"	1117239	2068505	2183155	899305	1082271	1867500	1002504	2090104	9264900	762881
"642"	118223	468270	380330	57076.7	108193	286014	143746	553600	136840	593800
"6967"	28150530	64966530	31578380	71025170	4028611	26339820	4994008	19971420	12436720	5256511
"4351"	546795	685507	476814	314916	804320	443817	854275	413885	396269	336660
"3825"	5155492	9410442	4050800.3	4107282	6707856	4233347.8	6349345	4316966.1	6840902	4468705
"3341"	2486030	615091	2873260	971898	868628	5283740	877184	1993560	1790130	838356
"3031"	13086871	16533330	13077612	7658529	10866720	9993254	11210410	11703435	12059240	10664571
"1817"	56241060	74468180	53027380	22190760	51806060	39202380	53747650	60736540	30317330	50782840
"2942"	13444150	17529930	18119000	8222410	12984380	13041360	13327350	12336980	14949080	12160280
"3086"	7978790	7398790	7028749	4013514	3726882	5659060	4004828	6470806	9214820	7895830
"2518"	2954030	2471640	1959250	870900	2327730	1776890	2296720	1891400	1116840	2129580
"3163"	8597970	5472600	6823380	2937509	3755415	4702340	3929320	5808810	4036235	10054700
"481"	2030630	2530480	2815040	460815	3282170	3833600	3174550	2941420	1050150	3352570
"5869"	14374950	20647980	11224890	4437250	7160160	12385300	7406780	10202260	11163020	11187930
"169"	7720450	7510760	6991880	3195180	4847796	6253342	5146326	5974931	6145661	5460545
"1693"	61410146	100913314	45069931	34346163	81694824	37974098	84149962	50991443	43706428	43824238
"6665"	12551815	10262259	18205632	5877027	9160746	14577535	9543652	17016086	6464866	6847194
"7166"	214560	2327.7	6793.3	12088	51658	269260	49798	139070	14557	11376
"4725"	1011216.7	181029	1401138.5	239225	712510	2108631	628173.7	894743.79	717667	569671
"1802"	7506520	7014730	4049757	4959589	16743740	5256381	17922030	5223330	6798465	5157950
"4283"	337575	389982	555947	319063	313059	529366	333411.4	483501	424705	456989
"3313"	5268108	16780060	3000555	3431870	1731787	3032770	1717818	2547214	9900249	4029164
"2296"	38429410	29886710	25194310	20941962	14034470	24182110	14938457	25403349	17826030	18229050
"909"	2457367	2705011	3310556	2718576	2837223	4086236	2914850	3167800	3849677	1102189
"4519"	737775	793454	823632	518175	718671	687073	725589	793957	649242	762164
"5806"	1981475	2216749	1694444	992087	1071669	1845755	1028571	1737789	1435406	1576010
"4701"	8154	2759	3109.1	NA	3795	14330	3531.2	1709.9	1835.8	3482.1
"4178"	90934	34411	71077	112180	79430	114140	90041	56771	71135	40078
"5458"	18349960	11712667	13717743	5088401	8262071	10134442	8542366	13392464	7623202	20553860
"3570"	2517720	1385510	2029460	988060	2511020	1601780	2364580	2458980	1271170	1489000
"7032"	220150	255300	141000	134580	279170	123370	295480	183630	169250	220090
"1183"	11247015	17961820	12919620	5884167	10745757	11919315	10947139	12349871	11013467	12567760
"2856"	877208	1183183	725170	340600	464763	640135	415697	681531	575456	414826
"5051"	12254438	12586102	11726505	3551426	10505370	8291028	10496461	14834292	6078992	8899827
"1395"	426590	107885.8	239293	119486	234733	4291580	209363	125371.5	484527	365950
"5841"	10046560	10182950	10595420	3746357	4716710	7187160	5214830	9059260	9155680	8842260
"4154"	952683	843726	882069	756240	951476	1852910	884274	965549	971573	596907
"1345"	12619473	4789049	11987502	2732907	8064723	15478051	7578874	11456414	4833045	7337716
"6747"	1420105	863243	1497632	490578	1065964	950195	1129743	1249023	850900.3	1206521
"992"	5354980	3623739	2619762	22869530	17335410	4944320	17749460	2796984	31475260	3895101
"6056"	1166993	1692420	992800	487529	1910570	1048310	1940300	977260	1004460	404071
"2105"	6138418	8502357	23900590	800710	6200592	4421125	6238321	7694065	6064509	10626621
"3816"	57325190	47659783	34200699	34195191	47356018	32609114	49381911	42108442	29852988	25563286
"6849"	229401	159553	284531	188035	271284	326770	221159	275866	283187	232930
"5753"	2247326	3393830	1657726	1003029	3181077	1576902	3005074	1575440	1615665	1339036
"663"	770887	504531	1126143	778470	755218	1090176	742245	1030420	793214	864276
"6927"	640201	839995	598672	462564	804082	556355	844437	493114	1047280	646829
"6406"	13769	18481	28631	13955	21852	19542	18552	22244	28292	21189
"1502"	37350744	26093791	75393070	71787698	26195974	46022132	29394506	48284644	32648817	32590649
"1524"	3026080	3116230	2525480	1463083	3214630	2738800	3223290	2341420	2560390	2314742
"2658"	10733220	11085930	7519180	2713513	11675260	5531010	11886390	6417760	5207420	9354890
"4155"	2735124	2194654	2203032	1255700	1300421	2056623	1345655	2066128	2401765	2140943
"6021"	2265490	3626090	3867120	1680480	1613653	3588480	1706062	2316250	1690790	2800620
"4927"	1376423	895748	1746832	1699568	873518	2193989	992299	1626888	1558745	3693970
"247"	1051387	911456	1810272	1590304	820563	2615878	894009	1364734	1801725	1021998
"174"	174684	115362.7	161483.8	56820	113764	99297.6	125949	128453	63965.6	127925.8
"2125"	3699349	3354175	4531340	2217671	2876673	4436330	3050480	4625360	3634087	2711201
"3804"	506464	777104	427964	340478	298182	470946	332913	483718	352000	661930
"3920"	440464	287044	339656	293566	411188	381318	336677	387490	518220	207810
"1241"	12484300	8213525	13957227	102898010	21631363	39260272	21139447	36348498	57823970	28012385
"824"	10105500	3691030	7926360	1962504	5710440	6965770	5348820	7340640	2533101	9122790
"2338"	26149636	33569273	23221843	11915994	29190434	17764705	28879071	23732919	26155319	28916878
"5196"	1518617	1274231	4407033	949626	3319840	3366329	3045240	3470841	2429846	1971799
"3022"	306040	234560	255430	191946	204284	316320	200152	267730	457310	364760
"4211"	357363	299071	518290	328174	300639	364450	262550	344778	247784	228329
"906"	1575540	1351960	1304340	619624	932630	1202380	1010250	1102480	978270	1785520
"6597"	34442020	33937600	20000470	26583590	26177380	21441600	26821360	21646080	27535180	17346600
"4402"	2915701	1733708	3921380	1805919	2711170	3366452	2692630	3582592	2084431	1891089
"1369"	195605680	214030170	317905190	52632100	159574670	223763310	165136450	296450680	91769230	248224300
"7036"	73364	25755	82203	21969	71622	70881	48349	80264	64289	90383
"2684"	28833660	47288880	24186780	11438712	22126860	32211300	21756210	25142660	17128281	24039250
"5023"	1012614	1641422	1036798	545916	626924	880923	714124	897741	1016817	759322
"3426"	5167417	6132455	4866999	2330200	5553717	3885597	5690681	5103109	3983809	3470844
"2740"	1394317.4	1866647	1271145	551523.9	1115220	1061750	1002694	1198140	923081	1024598.7
"7086"	463645	575615	631387	541701	298772	683959	357527	469243	11182090	470157
"6805"	27572	51452	24797	17537	66957	19251	54886	28533	54348	42106
"6603"	26960687	65276020	44918624	22402984	11549612	28378827	14853562	41728676	59858249	20545000
"7000"	79283284	53781710	33737524	44264409	52446069	31330092	51215292	30384486	33175425	34463811
"6250"	8903600	4912200	12413030	4262050	4440540	15656750	4911040	11971610	5875320	5544940
"6037"	13797160	10890170	7501460	1626917	2888860	3376520	2622610	4175810	1901056	8227170
"2020"	8222839	3638305	7993718	6476873	5792542	20625300	6101968	7149300	8796489	6708379
"1006"	2372130	4621720	2275850	2226920	2490700	2294400	2385830	2870920	2683120	2480290
"5879"	3143474	2131723	1758220	1111625	1431954	1726153	1421583	1152210	1474951	1643205
"3737"	15435	NA	14146	20210	6757.4	10876	6645	16169	3479.5	31070
"3679"	5958153	4512280	4740662	2847919	3989998	4347453	4355173	5625689	6955140	4478957
"2217"	1707012	1313050	1629243	975215	1974620	1959603	1922728	1551427	1127950	768744
"3585"	37948612	49029522	46063220	34124833	29346952	59521790	33271277	47981849	23729142	16290788
"3862"	1414397	1698493	1214400	1166258	1192022	2383676	1265350	1119147	2277938	1045097
"460"	5979935	5229917	4871085	2151353	3135775	3316531	3349028	3740183	5598251	4129707
"6094"	205934	203313	227082	136007	138442	185767	146256	158584	347370	161903
"3966"	56839700	36068280	42253680	14484656	28662190	32960860	30043130	39434460	20641591	33160920
"2642"	214855	376613	265502	233778	196923	274301	208618	232215	298907	179409
"478"	3633789	2808344	2726313	1001426	2532431	2065307	2663336	2357774	2225191	3106728
"2846"	2640805	6711180	3340259	1913737	2255585	2980570	2356772	3100506	2710277	3707926
"2583"	252052	369310	359310	232737	430910	305080	422640	355262	239825	293850
"880"	23220763	24803697	24315996	12996684	11306322	27619750	12858237	22304164	19327457	18989154
"3205"	4047509	4677474	5658640	5262581	4857777	6733300	4911752	6345267	4053908	3416387
"414"	983430	1563690	967530	438207	1262390	1112100	1300460	1125030	1024945	755960
"2554"	7867497	16496257	5856919	4729290	18582620	6187319	18842750	5500345	8973299	6881569
"3726"	682190	606590	569200	287383	515770	602970	517210	485200	732310	368666
"589"	2585861	1224343	2283871	1711153	1552379	3657298	1482356	2227336	1773706	1935716
"1873"	3340501	3283014	3244985	1385430	1531087	1693901	1629979	2195866	4735749	2072606
"1332"	44049931	40606217	36859589	22502758	14392115	28950150	15737398	35651778	61330480	40255315
"2601"	44911440	61439230	33662480	7613362	11633480	15227370	11706080	24224830	4110645	20310870
"6502"	396131	326656	312936	265799	256559	302789	268996	287629	438349	239899
"7020"	339110	458211	543443	287891	417805	497014	405293	539403	182776.7	499701
"4144"	18242853	28596810	20410713	5897025	15159142	14071897	15197023	19143966	17643548	16699382
"4123"	9592460	3869093	7330520	3277262	6639450	4144110	6077800	3445306	4273198	4852550
"2787"	65036722	57716274	46670253	28504804	38436621	40212858	39574836	42819550	78918570	52409719
"3013"	114603.4	164832	747082	124236	212816	831503	241965.6	1448272	319742	119711
"1101"	23622430	12104180	14553260	3635030	21612800	14416970	20398290	14515410	7516510	37108500
"2571"	991256	1986699	1652700	491013	1216301	929399	1252259	1475798	674495	1906751
"6328"	352146	336320	506520	435521	232523	423970	270629	452420	393576	287467
"2691"	23896710	5937183	37736700	23792170	30008520	40861930	28086260	39862640	18228540	4683872
"3188"	105811101	172408461	154682217	140261417	41622309	159007084	53249326	143855886	290910484	106845275
"1571"	3510820	1378700	5022680	1985200	3478920	6184680	2962500	4597400	1370193	2819080
"6920"	92308	191500	58676	62146	44223	121332	55600	77189	98590	51499
"4783"	12566380	13488890	15331550	3975182	11122870	9881040	11362270	15221640	5382214	11324050
"1760"	39779060	15181860	10428910	6587520	8055260	14142970	8096920	17340330	7797850	24383100
"3350"	29992716	34017624	34388573	13485994	21682068	23054871	22402260	36254941	28426354	24309113
"5981"	981341	819065	1605224	926529	863812	1786893	973207	1223039	1263187	1030334
"1327"	248282781	212060223	488732149	450800662	58664033	366086364	109892323	254458758	362074449	84506468
"965"	368104	124061.6	950959	222034	232186	2158760	255372	502889	688706	345643
"4990"	3972830	3887211	6206573	2488859	2469108	4613857	2622273	4229238	3692488	5745729
"1956"	1334544	1587795	1809362	698553	1125791	1581005	1164280	1455580	1010744	1109721
"772"	16638270	14793930	14840050	8007949	6565994	11905160	7136367	14454840	19286560	15949800
"3677"	923309.7	1121173	4264404	546733.2	4558583	4374670	4718382	4312085	2983838	3231777
"922"	6653060	5371200	9425790	2615095	4895250	7984850	5059010	7510600	4236320	5845090
"1865"	27728440	28871540	21781100	10255929	35720250	21587130	36903360	17199390	19297440	20332880
"758"	742549	984158	755657	552142	722762	765228	660026	705057	1022280	835303
"3485"	2905454	2440937	2378955	1545393	1612646	1948530	1743934	2231333	2805271	2268198
"5200"	386415	386759	458809	316065	728006	459230	668386	458131	364095	509739
"703"	2620903	3786871	1357072	895959.8	1431767	1211583	1428022	1246324	2024315	1413439
"1839"	26631746	26134009	21651559	13592773	11622247	22151361	12690841	19724209	18312296	17258057
"566"	1633174	2707522	1481587	874088	1539567	1279923	1515694	1302828	1802007	1167900
"3039"	7558160	1840807	15189150	1045228	7643960	16525640	7174290	13526970	3140900	7055020
"6101"	28536276	14211465	39583576	10854712	20937599	29514607	20588228	28666934	15287073	34719212
"3767"	2171691.3	4309848	1682240.3	1912156.6	2228364	3287056	2064754	2407517.7	1629002.9	1989050.1
"2249"	223905	296780	299451	140195	193983	234583	205401	225116	259019	181880
"2113"	45682906	95440020	26901172	28707444	130513847	29203435	123954532	32046679	34949331	30550574
"6618"	2340430	4056720	2134990	1342560	1156628	2183180	1245855	2394800	2835050	2777350
"740"	24193030	21453390	14527927	9117085	10241886	11196746	10288823	11329555	35716020	20671810
"4681"	2896410	2643931	3443752	1513011	1906958	2602716	2078109	3119587	3126788	2452335
"4964"	7312710	13810890	17492470	3379880	6836130	12899180	7859290	18890730	5965030	5947910
"1884"	35385586	29707839	22572142	19274333	15753563	21101989	16205171	23531588	14039667	16680393
"3802"	10309049	14114941	14289801	5775771	7230478	10269839	7766744	11481229	8286523	6785854
"5954"	1293390	1506600	1090680	692030	1670450	1162250	1756590	1028900	993950	1077920
"3465"	868920	802110	933750	484570	985120	907240	1100170	767530	1169360	881830
"5372"	1038240	1734190	796020	583000	761470	676020	816920	628740	1273310	651340
"662"	NA	NA	NA	NA	NA	NA	1775.6	NA	4636.9	NA
"2369"	27530442	16198888	13995952	10967997	21238024	13821721	20567035	14881196	10816922	18625277
"6485"	634547	329579	1031004	392936	540729	835608	568330	834004	743248	604299
"2255"	165593770	148332940	134018080	54868020	120942790	105218630	119817900	124065030	163563320	128396320
"4509"	7604422.4	7182545	8559968.7	7375200.4	7413690.6	8411802.7	7596072.9	7700437.7	104181683	8407081.6
"2816"	1386100	689900	1110401	1396269	1073813	1082016	1211232	720692	1402416	827326
"3886"	6395990	9008390	5956510	2171730	3145570	4288490	3431120	5757420	4268870	4490250
"5833"	6241260	3273750	9068220	1857046	5151710	6780260	4665570	8639400	3802977	3402670
"1712"	52655997	23237403	21206343	13333924.1	27607755	19245139	26365383	19270798	23780787	27414312
"2477"	98731700	67878730	93407070	41206370	88899270	67606150	91353230	92246850	43301800	101776500
"4056"	3028811	2208260	1968971	1309655	1259421	1440551	1321309	1477286	3983150	2213390
"224"	2011566	2399763	2453386	870390	2531425	1798077	2517516	2014219	1724964	1739568
"6291"	9534717	10303290	9003709	5864266	6018273	8235785	6355285	8406218	14093258	8890721
"1795"	16390530	18054604	20390930	12666680	18027581	25924820	18392528	16553863	18117115	15004418
"2791"	4982270	3079250	3747440	6464150	8016510	13951260	8781290	5232120	2628080	4033100
"810"	3094874	1880916	3951847	2056886	3093776	2875556	3272408	3301026	4066978	2046654
"3483"	2292478	2404119	1863237	1876967	1961508	2009896	1930574	2135321	2009992	2430966
"1046"	371195930	323878607	220103091	222475090	343030884	219886968	347822936	227235315	151831452	260557795
"3403"	1212776	1007419	1578806	1387995	812621	1566853	917576	1423957	1403551	771632.9
"3997"	8427586	8556827	9018881	5071892	4875997	6592540	5252708	6696446	9591145	8265795
"2887"	4556870	3718000	4084270	1942777	1775072	3063920	1997170	4129410	5395230	3946110
"6066"	1858727	2046115	2411020	474124	1078466	1349879	1274280	2394010	926429	2242623
"4714"	7590494	9044014	6469360	3160600	11044790	4417598	11173130	5411745	5752074	6999584
"6116"	3467233	1958107	3253380	752282	2902986	3250104	3185511	3015433	984251	2308799
"1530"	4099322	7339180	2200134	2914080	6678840	2326839	6824433	2346555	2148816	2479544
"4593"	3929370	4239360	3963230	2000040	2798690	3016000	2846010	3907950	4238060	3089600
"3436"	1987582	1433703	2456156	958822.1	1356099	2832161	1431344	2139699	1296742	1281513.8
"5342"	1679236	1056710	1286420	608582	919949	1220536	847848	1261996	881827	1100263
"869"	135349	206721	205971	166914	163336	200051	155737	193288	140972	179943
"5756"	27201120	21024632	15495673	10841271	27580630	11813465	28030880	15422942	15652481	25215230
"2276"	994698	3308060	748477	1169735	1695219	892775	1858560	950227	880594	780405
"6381"	4641150	1639392	2973792	1286724	3081100	2464136	2936630	1801392	1311757	2222320
"6599"	4318000	2292301	5805040	2289994	8820400	4128204	8677560	5891916	2474534	4616840
"383"	2061720	2519100	2754700	2246590	3720660	2605350	3686270	2526650	2684140	2092580
"5017"	2956843	3082849	1860368	886603	1873840	1609641	1974528	1520303	1732334	3503893
"881"	1767785	936569	4367210	1869271	1556501	4952930	1809328	3425700	1871660	1437374
"1612"	231313	1395000	492050	493610	2274080	450300	2340980	278366	663760	384810
"1598"	33715170	32031980	19658375	10122056	28695110	20212820	28325350	18501755	18117924	26605301
"3879"	1057810	1355620	1030160	749911	1082490	885632	1122010	939000	938232	981120
"2368"	6633190	5522870	3659378	2937720	4396120	3164550	4261250	3000679	9478200	4861103
"5500"	2145170	2938390	3134300	1998857	3452000	2979780	3244560	2884430	1969165	2264248
"3897"	6901.1	7042	6249.7	7346	3936.5	6651.9	4677.8	10988	11231	6894.4
"1737"	57031320	24148140	70343160	15148020	53150390	82058830	53172050	57082880	22967750	30476750
"3877"	64012	43177	78049	14524	29912	50479	33047	36118	40592	31355
"5005"	9158074	9107559	6704252	3636099	3230976	5300096	3417369	5969769	7956156	7450938
"684"	40560333	41420317	34772130	16755948	16606992	25917399	17929008	31973490	47439883	36304073
"1939"	2991628	5774256	4956200	8830340	2621999	5430402	2926957	3848599	9561710	4059930
"230"	1563508	1365985	2036690	439663	1009242	1549647	987896	1436722	865751	2935760
"5249"	8003754	3261970	4150419	2026354	3091883	3393454	3051905	3498143	3858854	5732385
"668"	932150	837430	737590	459480	749600	705960	743880	855160	1187130	1136560
"3225"	2454102	2297095	2079543	933906	2012750	1548878	2103900	1700380	2359113	1859805
"351"	3363629	4377321	6243650	2351386	2897351	5756600	3097025	5220677	4210255	2690828
"7004"	7070236	19328265	11415008	3943591	4998836	9582746	5813458	10386639	9665658	5969278
"3823"	365862	315493	450446	461105	600101	380894	620468	341393	536183	306054
"652"	34529943	27021930	78959787	35326746	14694455	37849576	21164224	59572203	55861432	24549309
"692"	1992897	3180706	733429	822795	2194280	1007278.2	2340397	503063	2044300	1164353
"3528"	1012380	1066370	840160	504320	1462500	824490	1464340	663770	588050	839750
"4202"	1307398	1687100	1209860	890710	1178867	1052400	1120187	1265130	1518290	887890
"811"	1548216	1673125	1471001	812055	1549603	1383928	1488397	1317819	1398045	1286502
"3538"	855698	1035436	1132833	738415	1617389	671055	1677298	984696	982732	972306
"1079"	9245100	9287900	6836600	3382640	14151900	5459300	13892100	5565800	6921400	7308700
"6986"	3147826	3980123	4365476	1572727	1784223	3582629	1979475	3665215	3104792	5833333
"6616"	37243724	41346641	81314700	74518446	13731336	60922031	21379153	64194061	88054224	27986184
"6304"	25505050	36767880	20357790	13365000	24993510	14630950	25388390	16953840	22257290	20856690
"5412"	835860	938830	859450	479760	1077320	873810	1006950	734740	804730	1071060
"660"	3644608	3940026	3358506	2206825	2058798	3050482	2134808	2621251	2690615	2374542
"6870"	7901071	13914670	6932645	5192698	7677104	7543831	7641530	6371529	6364047	9256707
"4513"	1038121	659759	909049	387219	838393	688240	847496	849655	507344	691664
"509"	2156621	2398090	4022360	3695940	1746434	3228610	1793432	3913010	3365250	2097395
"6292"	71910480	63331070	30715000	17732882	66495450	23698138	69866680	28432080	36402420	39072740
"2584"	69436190	82633590	40196480	22856710	62795070	36352750	64259040	40337400	43304970	49762710
"1027"	459470	450350	557960	350404	346493	574940	390488	510230	571960	324730
"3366"	12176816	10516470	10725050	4941060	7582241	8297963	7903666	10865645	15375050	10609125
"4920"	22447820	23563970	19826390	11452151	20911800	15632940	20816770	20594670	28925900	18947060
"6614"	81150917	10055023.8	148515150	106385748	19543649.5	89978745	40967873	85017329	42226415	17177139
"1890"	20907090	20759290	13469720	7297900	16105070	12104100	15689800	13583600	20994360	15826470
"4571"	2060121	1446305	2843231	564762	1767080	1705969	1665401	1390760	3389630	859990
"6098"	21111110	22315168	14256777	12337397	15768253	13212233	16181570	15642503	14492830	10604452
"3775"	2363036	1452785	3023937	945772	1174712	2464868	1377872	2200181	1655161	2302693
"1148"	5438580	4702170	8708126	3357992	12082386	5905475	11921786	9077788	4054670	2056198
"6826"	30946754	33322925	33589887	52908636	24461928	41544507	24491268	31755649	47453687	19597312
"4346"	149984	128072	207149	163484	241436	241112	254718	178382	325212	237144
"3771"	549183	219778.5	388589.4	163809.8	462906.5	309960	437675	389769	347341	582874
"317"	9345650	11032380	7191090	4301756	12943590	6584907	13058640	6679267	6178233	6427145
"4019"	276619	212992	161944	152410	97215	152136	127966	155841	176936	114385
"2701"	1783350	1552854	4299911	799045	2506475	18424320	2569930	3866957	8783266	5213508
"574"	3249330	2437670	3957340	1731997	2103788	3395170	2178240	3296780	2435240	2537250
"1535"	2210249	8146640	2834902	11298950	2069636	4858590	2079128	3136596	6165410	5261661
"874"	9199228	18053410	10044862	5296197	9129168	8214763	9283388	10063332	6476327	9417977
"259"	1179278	891487	2625430	673126	1318180	2432760	1266220	1855740	1439300	970434
"1778"	3459600	1114165	1055140	2541940	2676740	2572970	2497420	1097330	1717320	1042720
"3874"	2146191	3405862	1685242	1185930	2355483	1683976	2313500	1578273	2195268	1532767
"6140"	17511390	5669953	20647160	6579774	16995095	24723770	15374315	14902885	9441253	9633711
"5080"	4601420	11085580	5015560	2600147	3897910	2882030	3942610	3044360	10010810	4308560
"5593"	2672040	2742791	1254001	698148	1248895	1465694	1345835	1368845	1500374	1863669
"5627"	6515850	5046920	6577260	2748105	5342830	7915010	5438390	7093060	3636640	4373920
"3179"	3971810	5121440	3963770	1784379	6578940	3644390	6346830	3967570	2735338	3319840
"5661"	2064950	916860	1733620	820333	1146820	1112220	1256110	1418350	1177850	1850720
"3777"	1414691	2197075	2285970	1772694	1211071	2406787	1297678	1998589	2863464	1706778
"1547"	1845500	1754740	631346	602304	1223810	935209	1265090	815983	1361503	717727
"501"	10699570	9074900	12695270	5326790	6286023	10016640	6642260	9870820	6635090	10651470
"2329"	8110630	5031860	6545590	5386720	4874690	6658360	5183910	5366290	5298910	4627120
"1317"	26046980	22241400	25582580	7475424	20207129	18951794	19939699	22761970	9943217	30722590
